doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics
10.1300/j094v06n01_03,abstract_only,no,no,other,not_applicable,yes,review,CFS pathophysiology | pain threshold | tissue sensitivity
10.3390/jcm10143017,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS prevalence | diagnostic burden | COVID-19 long-term sequelae | epidemiology
10.1186/s12967-017-1371-9,abstract_only,yes,yes,rct,phase_2,no,,cytokines|anakinra|IL-1 receptor antagonist|inflammation|biomarkers
10.1300/j092v11n03_04,abstract_only,yes,yes,rct,phase_2,no,,hyperbaric oxygen therapy | ME/CFS | quality of life | functional status | Mycoplasma
10.1096/fasebj.20.5.a1102,abstract_only,yes,no,case_control,not_applicable,yes,,biomarkers | lipid abnormalities | immunology | diagnostic serology
pmid_17147913,abstract_only,no,no,other,not_applicable,yes,editorial,HHV-6 | HHV-7 | conference highlights | CNS disease
10.1073/pnas.2426564122,abstract_only,yes,yes,other,not_applicable,no,,oxidative stress | metformin | lymphocyte function | sex differences | biomarkers
10.3389/fphys.2013.00063,abstract_only,yes,no,other,not_applicable,yes,review,cognitive impairment|brain fog|pathophysiology|cerebral blood flow|POTS
10.1155/2015/245308,abstract_only,no,no,cross_sectional,not_applicable,yes,,genetic polymorphisms | nitric oxide synthase | oxidative stress
10.16966/2469-6714.112,abstract_only,yes,no,cross_sectional,not_applicable,yes,editorial,naming | patient perspectives | healthcare education
10.1038/s41419-025-08162-2,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS pathophysiology | endothelial senescence | long COVID | immune dysfunction | mechanistic theory
10.1128/cdli.9.4.747-752.2002,abstract_only,yes,no,other,not_applicable,yes,review,immune dysfunction | literature review | ME/CFS pathophysiology
10.1186/1478-7954-7-18,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,validation study|diagnostic tool|fatigue measurement|CFS screening
10.1093/braincomms/fcag173,abstract_only,yes,no,cross_sectional,not_applicable,no,,noradrenergic deficiency | post-infectious fatigue | neurotransmitter biomarkers | Long COVID | post-exertional malaise
10.3389/fneur.2026.1793397,abstract_only,yes,no,rct,not_applicable,yes,protocol,acupuncture | cognitive dysfunction | post-COVID ME/CFS | neuroimaging | study protocol
10.47829/acmcr.2022.8702,abstract_only,yes,yes,case_series,not_applicable,no,,minocycline|ME/CFS|long COVID|case report|neural inflammation
10.1016/j.acn.2006.07.002,abstract_only,no,no,other,not_applicable,yes,review,neuropsychology|differential diagnosis|book review
10.1016/j.mehy.2012.07.034,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS pathophysiology | NF-kappaB | p53 | mitochondrial dysfunction | immunology
10.1155/2011/281425,abstract_only,no,no,other,not_applicable,yes,review,diagnostic testing | XMRV | laboratory methods
pmid_16474312,abstract_only,no,no,other,not_applicable,yes,editorial,chronic fatigue | cardiology | neuroendocrine
10.1136/jnnp.60.5.489,abstract_only,yes,no,observational_cohort,not_applicable,no,,prognosis|natural history|recovery predictors|longitudinal follow-up
10.1145/3290605.3300452,abstract_only,yes,no,other,not_applicable,yes,review,self-management|technology|patient perspectives|qualitative study
10.1016/j.physbeh.2004.07.005,abstract_only,yes,no,cross_sectional,not_applicable,no,,circadian rhythm | activity level | CFS characterization
10.1080/21642850.2015.1014489,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,case definition | symptom identification | ME/CFS diagnosis
10.1046/j.1440-1665.2003.00559.x,abstract_only,yes,yes,case_series,not_applicable,no,,multidisciplinary rehabilitation | inpatient program | adolescents | psychological outcomes | physical functioning
10.1016/j.mehy.2008.11.045,abstract_only,yes,yes,case_series,not_applicable,no,,antibiotic treatment | infectious etiology | open pilot study | case series
10.1016/j.jpsychores.2010.12.011,abstract_only,yes,yes,rct,not_applicable,no,,CBT|mediation analysis|fatigue reduction|avoidance behavior|CFS treatment
10.1099/jmm.0.05316-0,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|Mycoplasma|microbiology|etiology
10.1093/clinids/18.supplement_1.s86-a,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,ME/CFS|psychiatric profiles|psychological assessment|comparative study
10.7748/ns2003.05.17.35.33.c3390,abstract_only,yes,no,other,not_applicable,yes,editorial,nursing care | care coordination | CFS management
10.4414/smw.2004.10213,abstract_only,yes,no,other,not_applicable,yes,review,CFS pathogenesis | immune dysfunction | neuroendocrine | psychological factors | review article
10.3390/healthcare11060865,abstract_only,yes,yes,case_series,not_applicable,no,,ME/CFS|long COVID|postural tachycardia|mast cell activation|physical therapy
10.47739/2379-9501.neurodegenerativedisorders.1032,abstract_only,yes,yes,observational_cohort,not_applicable,no,,nutraceutical therapy | ME/CFS | prospective observational study | open-label
10.1023/a:1014248301721,abstract_only,yes,no,other,not_applicable,yes,editorial,case definition | diagnostic criteria | disease subclassification
10.1016/j.jpain.2016.10.016,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational,CFS epidemiology | chronic widespread pain | adolescent cohort | comorbidity
10.1016/j.pmn.2025.10.006,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,chronic pain | quality of life | comorbidity | epidemiology
10.1111/maq.70040,abstract_only,no,no,other,not_applicable,yes,editorial,disability|COVID-19|social analysis|book review
10.5281/zenodo.18864417,abstract_only,no,no,other,not_applicable,yes,guideline,ME/CFS management | pediatric | guidelines
10.18103/mra.v10i6.2891,abstract_only,yes,no,cross_sectional,not_applicable,no,,ME/CFS | cardiovascular physiology | heart rate | stroke volume | POTS
10.1177/1066480711429426,abstract_only,yes,no,other,not_applicable,yes,editorial,family dynamics | counseling | psychosocial aspects
10.1016/j.invent.2018.12.003,abstract_only,yes,yes,other,not_applicable,no,,delivery method|videoconferencing|qualitative study|pediatric CFS/ME|remote treatment access
10.1016/0306-9877(92)90184-e,abstract_only,yes,no,case_series,not_applicable,yes,review,ME/CFS|fatigue syndromes|copper exposure|heme pathway|clinical observations
10.1101/2025.05.28.25328245,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,proteomics|biomarkers|mechanistic-study|immune-dysfunction|serum-proteins
10.1042/bcj20220154,abstract_only,yes,no,other,not_applicable,yes,review,ischemia-reperfusion injury | pathophysiology | microclots | post-exertional malaise | therapeutic mechanisms
10.1016/j.mehy.2009.04.043,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS etiology|varicella-zoster virus|herpesvirus hypothesis|peripheral ganglia infection|antiherpes agents
10.3389/fmed.2023.1194754,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|post-COVID|therapeutic development|biomarkers|clinical trials
10.4172/1522-4821.1000370,abstract_only,yes,yes,rct,phase_2,no,,placenta extract | exercise performance | anxiety depression | quality of life
10.1080/21641846.2024.2314409,abstract_only,yes,no,cross_sectional,not_applicable,yes,editorial,case definition | consensus | survey
10.1016/j.plefa.2004.03.009,abstract_only,yes,no,other,not_applicable,yes,review,MRS spectroscopy | metabolic abnormalities | muscle metabolism | brain imaging | diagnostic biomarkers
10.1016/s0002-9343(03)00182-7,abstract_only,yes,yes,rct,phase_2,no,,hydrocortisone|fludrocortisone|HPA-axis|neurally-mediated-hypotension|symptom-management
10.1249/00005768-200605001-01259,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,diagnostic test|cardiopulmonary exercise|post-exertional malaise|functional capacity
pmid_1328633,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,sleep physiology | EBV serology | fibrositis | depressive symptoms
10.1300/j092v14n03_04,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,fatigue descriptors | phenomenology | patient experience | CFS characterization
10.1067/mpd.2002.127496,abstract_only,yes,no,case_control,not_applicable,yes,,joint hypermobility | comorbidity | case-control study | diagnostic association
10.1080/16506070410025823,abstract_only,yes,no,other,not_applicable,yes,secondary_analysis,cognitive behaviour therapy | therapist adherence | implementation fidelity
10.1007/s100960050420,abstract_only,yes,no,cross_sectional,not_applicable,no,,mycoplasma infection|ME/CFS|fibromyalgia|diagnostic study|polymerase chain reaction
10.9734/air/2023/v24i61007,abstract_only,yes,no,other,not_applicable,yes,review,fatigue|chronic fatigue syndrome|narrative review|biological mechanisms
10.1093/aje/153.6.604,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational,ME/CFS prevalence | Gulf War veterans | MCS | cross-sectional survey | epidemiology
10.1186/s12875-016-0453-8,abstract_only,yes,no,other,not_applicable,yes,review,implementation|training|primary care|patient education|qualitative study
10.1021/cen-09718-scicon10,abstract_only,yes,no,cross_sectional,not_applicable,yes,,biomarker|diagnostic test|cell stress response|blood test
10.3390/diagnostics13010122,abstract_only,no,no,case_series,not_applicable,yes,,post-COVID|hearing|vestibular|case study
pmid_12593133,abstract_only,yes,no,cross_sectional,not_applicable,no,,ME/CFS|autonomic dysfunction|orthostatic stress|hemodynamics|cerebral blood flow
10.1136/bmjopen-2017-017521,abstract_only,yes,no,cross_sectional,not_applicable,yes,,diagnostic accuracy | physical examination | screening tool
10.1016/0278-5846(96)00057-7,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS neurobiology | pathophysiology | immune dysfunction | neuropsychological findings
pmid_12625098,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,adolescent ME/CFS|medical family therapy|multidisciplinary treatment|medico-psychosocial intervention|outcomes assessment
10.1136/archdischild-2022-324319,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational_surveillance,ME/CFS prevalence | pediatric | epidemiology | severe cases | surveillance
10.12932/ap0733,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS immunology | immune regulatory cells | cross-sectional comparison
10.1017/s003329172500100x,abstract_only,no,no,other,not_applicable,yes,review,familial aggregation | genetic risk | functional disorders | internalizing disorders
10.1080/10833196.2025.2459537,abstract_only,yes,yes,other,not_applicable,yes,review,powerlifting exercises | chronic fatigue syndrome | resistance training | rehabilitation
pmid_11867001,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|herpesviruses|EBV|etiology|serological
10.3389/fnins.2025.1535088,abstract_only,yes,no,cross_sectional,not_applicable,yes,,neuroimaging|cortical atrophy|brain structure|biomarkers
10.4088/jcp.10r06580,abstract_only,yes,yes,rct,phase_2,yes,review,homeopathy | ME/CFS | systematic review | placebo-controlled | functional somatic syndromes
pmid_10150382,abstract_only,yes,no,other,not_applicable,yes,review,CFS diagnosis|immune dysfunction|symptomatic treatment|literature review
10.1515/em-2021-0033,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,ME/CFS diagnosis | orthostatic intolerance | neurocognitive impairment | IOM criteria | symptom assessment
10.1517/14656560903487744,abstract_only,yes,no,other,not_applicable,yes,review,pharmacotherapy|antiviral|immunological|antidepressants|CFS management
pmid_2824604,abstract_only,yes,no,cross_sectional,not_applicable,yes,,NK cell dysfunction | immunophenotyping | CFS pathophysiology | viral reactivation
10.1093/jimmun/vkaf283.149,abstract_only,no,no,other,not_applicable,yes,protocol,animal model | microbiota | research development
10.58530/2025/3931,abstract_only,yes,no,observational_cohort,not_applicable,yes,review,neurochemical markers | mitochondrial dysfunction | post-COVID CFS/ME | MRS imaging | longitudinal assessment
10.3329/bjms.v15i3.30126,abstract_only,no,no,other,not_applicable,yes,editorial,differential diagnosis | celiac disease | CFS overview
10.3389/fneur.2025.1618272,abstract_only,yes,no,other,not_applicable,yes,review,symptom assessment | diagnostic tools | psychometric validation | literature review
10.3389/fnagi.2022.903455,abstract_only,yes,no,other,not_applicable,yes,review,neuroinflammation|systemic inflammation|blood-brain barrier|mechanistic review
10.1046/j.1440-1614.2002.01017.x,abstract_only,yes,no,other,not_applicable,yes,review,systematic review | internet information quality | CFS patient education
10.1371/journal.pone.0192817,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|cellular bioenergetics|erratum
10.1136/bmj.i4614,abstract_only,no,no,other,not_applicable,yes,editorial,PACE trial | chronic fatigue syndrome | data release | commentary
10.1159/000119278,abstract_only,no,no,not_applicable,not_applicable,yes,,infectious mononucleosis|cognitive effects|fatigue comparison
10.1017/s003329171300127x,abstract_only,yes,no,other,not_applicable,yes,editorial,PACE trial | recovery criteria | ME/CFS | commentary
10.1007/s00431-015-2626-1,abstract_only,yes,no,cross_sectional,not_applicable,no,,cognitive_dysfunction | adolescents | intelligence_assessment | cross_sectional
10.1371/journal.pone.0098156,abstract_only,yes,no,cross_sectional,not_applicable,yes,,basal ganglia|neuroimaging|fMRI|fatigue mechanisms|biomarkers
10.1186/1743-0003-5-16,abstract_only,yes,no,cross_sectional,not_applicable,yes,,gait analysis | kinematics | observational | disease characterization
10.31031/ggs.2020.06.000628,abstract_only,no,no,not_applicable,not_applicable,yes,editorial,vagus nerve | cytokines | pathophysiology
10.1080/02813432.2026.2637743,abstract_only,yes,no,other,not_applicable,yes,review,narrative analysis | recovery | persistent fatigue | qualitative
10.1002/jev2.12403,abstract_only,yes,no,observational_cohort,not_applicable,yes,,ME/CFS | extracellular vesicles | exercise response | biomarkers | proteomics
10.1056/jw199511070000004,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS definition | chronic fatigue syndrome | case definition | controversy
10.1002/9780470514382.ch3,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,CFS diagnosis | psychiatric comorbidity | etiological classification
