doi,study_design,confidence
10.1071/py09063,other,high
10.1073/pnas.1006901107,case_series,high
10.1073/pnas.1012441107,case_series,medium
10.1073/pnas.1012930107,other,high
10.1073/pnas.1012780107,other,high
10.1073/pnas.1119641109,unclear,high
10.1073/pnas.1615143113,observational,medium
10.1073/pnas.1607571113,observational,high
10.1073/pnas.1007944107,other,medium
10.1073/pnas.0913650107,other,high
10.1073/pnas.1703858114,other,high
10.1073/pnas.1618984114,other,high
10.1073/pnas.1710519114,observational,high
10.1073/pnas.1712475114,observational,medium
10.1073/pnas.1714011114,observational,medium
10.1073/pnas.2426874122,observational,high
10.1073/pnas.2415119121,observational,high
10.1073/pnas.2024358118,other,high
10.1073/pnas.2426564122,observational,high
10.1073/pnas.1616261113,other,high
10.1073/pnas.1901274116,case_series,high
10.1073/pnas.2507345122,observational,high
10.1073/pnas.1618447114,observational,medium
10.1075/ni.13.1.03bul,other,high
10.1073/pnas.2302738120,case_series,high
10.1076/clin.12.4.503.7237,observational,high
10.1067/mpd.2002.127496,,
10.1074/jbc.m201263200,case_series,high
10.1076/clin.15.2.210.1896,observational,high
10.1076/jcen.20.2.144.1160,observational,high
10.1076/jcen.21.5.709.875,observational,high
10.1080/00029157.2003.10403556,other,high
10.1080/00039899909602493,observational,high
10.1078/1438-4639-00103,non_randomized_trial,high
10.1080/00048670802534432,observational,high
10.1080/00050069908257428,observational,high
10.1073/pnas.88.7.2922,case_series,high
10.1080/00140138808966801,case_series,high
10.1080/00207450390200026,case_series,high
10.1080/00207411.1990.11449173,other,medium
10.1080/00325481.1994.11945923,other,high
10.1080/00365520701580397,case_series,medium
10.1080/00335630.2023.2291895,other,high
10.1080/00325481.1992.11701326,other,high
10.1080/00913847.1989.11709813,unclear,low
10.1080/00325481.1991.11700814,other,high
10.1080/00365521.2023.2173533,observational,high
10.1080/00913847.1989.11709812,other,medium
10.1080/00039890209601419,observational,high
10.1080/00926230701866232,observational,high
10.1080/01443619965174,case_series,high
10.1080/00207454.2019.1663189,non_randomized_trial,high
10.1080/016128400247979,observational,high
10.1080/01421590801946970,other,high
10.1080/01459740.2001.9966180,case_series,high
10.1080/0092623x.2013.864370,observational,high
10.1080/01688639608408290,observational,high
10.1080/01621459.2013.830071,observational,high
10.1080/01688639708403744,other,high
10.1080/00926230903065179,case_series,low
10.1080/0266736990150305,other,high
10.1080/02667363.2011.629461,other,high
10.1080/028134300453377,case_series,high
10.1080/01926187.2011.642651,other,high
10.1080/02691728.2023.2171748,other,high
10.1080/02699052.2025.2575479,observational,high
10.1080/02668734.2012.678644,other,high
10.1080/02813430500254034,case_series,high
10.1080/02813432.2026.2637743,case_series,high
10.1080/02813432.2023.2235609,other,high
10.1080/03069885.2014.987725,case_series,high
10.1080/0306988031000147884,case_series,medium
10.1080/03007995.2023.2242244,observational,high
10.1080/030097400750001798,observational,high
10.1080/07315724.2000.10718934,non_randomized_trial,high
10.1080/03630240802131965,observational,high
10.1080/073993300245249,other,high
10.1080/07399330600803741,observational,high
10.1080/073993300245258,case_series,high
10.1080/07399332.2012.684816,observational,high
10.1080/07399332.2019.1663195,case_series,high
10.1080/07399332.2018.1521811,case_series,medium
10.1080/07399330600803766,case_series,high
10.1080/07399332.2022.2043862,case_series,high
10.1080/07399330050082263,observational,high
10.1080/07407709908571322,other,high
10.1080/07399332.2014.962139,other,high
10.1080/07420528.2024.2380020,observational,high
10.1080/07481187.2020.1776789,case_series,high
10.1080/07853890.2023.2208372,observational,high
10.1080/07853890.2019.1683601,observational,high
10.1080/07399332.2021.1925900,other,high
10.1080/07481187.2022.2132551,observational,high
10.1080/08039488.2018.1493747,observational,high
10.1080/08039488.2024.2332442,observational,high
10.1080/08854726.2010.492713,other,high
10.1080/08870440108405506,other,high
10.1080/08870440290029575,observational,high
10.1080/08870440802403863,observational,high
10.1080/08870440701757393,case_series,high
10.1080/08870440701619957,observational,high
10.1080/08870440903494191,other,high
10.1080/08870446.2010.519769,observational,high
10.1080/08870446.2019.1579331,case_series,high
10.1080/08870446.2012.721882,case_series,high
10.1080/08870448908400373,case_series,high
10.1080/08870449808406134,case_series,high
10.1080/08870446.2023.2220009,case_series,high
10.1080/08870446.2013.863885,observational,high
10.1080/08870449208404293,case_series,medium
10.1080/08870449808407452,case_series,high
10.1080/08870449908407340,observational,high
10.1080/08870446.2016.1167209,observational,high
10.1080/08916930701197273,other,high
10.1080/08916930902736663,case_series,high
10.1080/08995601003638892,observational,high
10.1080/08989575.2016.1138359,case_series,medium
10.1080/09084282.2013.771264,case_series,high
10.1080/08964289.1996.9933767,case_series,high
10.1080/08964289.1995.9933737,other,high
10.1080/08964280903521370,case_series,high
10.1080/09540260600581852,other,high
10.1080/08923970802391525,other,high
10.1080/09540261.2016.1191448,other,high
10.1080/09553002.2018.1422871,other,high
10.1080/09593980701429406,non_randomized_trial,high
10.1080/09593985.2017.1331481,observational,high
10.1080/09540260600583015,other,medium
10.1080/09593980490424950,observational,high
10.1080/09638230021000058346,observational,high
10.1080/09638230124091,observational,high
10.1080/09638230500076165,observational,high
10.1080/09084282.2011.595448,observational,high
10.1080/09638230500136308,other,high
10.1080/09638230500136571,other,high
10.1080/09638230500136548,other,high
10.1080/09638230500136621,other,high
10.1080/09638280701654518,case_series,high
10.1080/09638288.2017.1383518,case_series,high
10.1080/09638288.2018.1499822,case_series,high
10.1080/09638288.2022.2059112,other,low
10.1080/09638239917274,observational,high
10.1080/09638288.2018.1481149,other,high
10.1080/09638288.2022.2135776,other,high
10.1080/09638288.2022.2043462,observational,high
10.1080/09687599.2012.669107,case_series,medium
10.1080/09638288.2021.1949049,observational,high
10.1080/09638280802652015,observational,high
10.1080/09687599.2013.796876,other,high
10.1080/09687599.2025.2492653,other,high
10.1080/10253890601130823,other,high
10.1080/10304312.2013.794190,case_series,medium
10.1080/10284150400004148,other,high
10.1080/10284150310001640356,observational,high
10.1080/10503307.2010.535571,observational,high
10.1080/10573320802092039,non_randomized_trial,high
10.1080/10582450801960255,other,high
10.1080/10582450802161838,observational,high
10.1080/10582450802479784,other,high
10.1080/10810730.2024.2369810,other,high
10.1080/10615806.2014.888060,observational,high
10.1080/10833196.2017.1300624,other,high
10.1080/10833196.2025.2459537,other,high
10.1080/10833196.2017.1327131,other,high
10.1080/10852352.2014.973233,observational,high
10.1080/10550887.2025.2541133,observational,high
10.1080/10852352.2014.973237,other,high
10.1080/10852352.2014.973239,case_series,high
10.1080/10852352.2014.973240,case_series,high
10.1080/10852352.2014.973235,case_series,medium
10.1080/10852352.2014.973238,observational,medium
10.1080/10911359.2012.707896,observational,high
10.1080/10911359.2015.1011256,other,high
10.1080/10926771.2011.566035,observational,high
10.1080/11038128.2018.1455895,case_series,high
10.1080/109158199225116,case_series,medium
10.1080/11038128.2023.2200580,observational,high
10.1080/10852352.2014.973242,observational,medium
10.1080/135468098396099,observational,high
10.1080/13548500701335698,observational,high
10.1080/13543784.2023.2242773,other,high
10.1080/13548506.2014.951370,observational,high
10.1080/1354850310001604568,observational,high
10.1080/13548506.2025.2495891,case_series,high
10.1080/13548506.2025.2606183,other,high
10.1080/13548506.2011.582124,observational,high
10.1080/13548506.2023.2195670,observational,high
10.1080/13557850500138613,observational,high
10.1080/13590840310001642003,case_series,high
10.1080/13590840050000852,observational,high
10.1080/13590840120103085,case_series,high
10.1080/13590840600681751,observational,high
10.1080/13590840400010284,observational,high
10.1080/13590849961492,observational,high
10.1080/13590849961690,observational,medium
10.1080/13590849961834,non_randomized_trial,high
10.1080/13648470.1999.9964583,other,high
10.1080/13648470.1998.9964567,other,high
10.1080/1369118x.2012.656139,case_series,medium
10.1080/13603110903045996,other,high
10.1080/13803390490510095,other,high
10.1080/13623699808409384,other,high
10.1080/13803395.2016.1230180,observational,high
10.1080/13803395.2012.668176,observational,high
10.1080/14427591.2013.804619,case_series,high
10.1080/13854040802441135,case_series,high
10.1080/1464936042000317730,case_series,high
10.1080/14680777.2019.1595694,other,high
10.1080/14733140600711955,non_randomized_trial,high
10.1080/14733140701526294,non_randomized_trial,high
10.1080/14737159.2020.1681976,observational,low
10.1080/14737175.2025.2516097,other,high
10.1080/14768320701246469,other,high
10.1080/14768320600774595,observational,high
10.1080/14768320600976224,case_series,high
10.1080/15438629609512057,case_series,high
10.1080/15502783.2025.2517278,other,high
10.1080/15438620500222562,observational,high
10.1080/15438620601184331,observational,medium
10.1080/14780887.2011.616621,case_series,high
10.1080/15592294.2018.1549769,observational,high
10.1080/15622970701310971,other,high
10.1080/16506070410025823,other,high
10.1080/17402520600568252,other,high
10.1080/17405904.2013.829114,other,high
10.1080/1744666x.2022.2116002,other,high
10.1080/17468840701680413,observational,high
10.1080/17482631.2020.1764830,other,high
10.1080/17482631.2022.2146244,case_series,high
10.1080/17482631.2025.2595829,case_series,high
10.1080/17482631.2023.2223420,case_series,high
10.1080/17533010903495306,case_series,high
10.1080/17843286.1994.11718404,other,high
10.1080/17843286.2016.1200816,observational,high
10.1080/17843286.2016.1165396,observational,high
10.1080/17843286.2016.1196862,other,high
10.1080/19404159909546606,case_series,high
10.1080/19371910802053232,observational,high
10.1080/19490976.2016.1256524,observational,high
10.1080/21507740.2013.796325,other,high
10.1080/17513758.2012.704083,other,high
10.1080/21548331.1997.11443513,other,high
10.1080/20013078.2018.1453730,case_series,high
10.1080/21641846.2012.733602,other,medium
10.1080/21507740.2013.806376,other,low
10.1080/21641846.2013.795085,other,high
10.1080/21635781.2016.1175980,observational,high
10.1080/21641846.2013.774556,observational,high
10.1080/21641846.2013.812831,other,high
10.1080/21641846.2013.828960,other,high
10.1080/21641846.2013.843255,observational,high
10.1080/21641846.2013.838444,observational,high
10.1080/21641846.2013.862993,observational,high
10.1080/21641846.2014.892755,non_randomized_trial,high
10.1080/21641846.2014.906066,other,high
10.1080/21641846.2014.928014,observational,high
10.1080/21641846.2014.904066,non_randomized_trial,high
10.1080/21641846.2014.978109,observational,high
10.1080/21641846.2014.935607,other,high
10.1080/21641846.2014.978110,observational,high
10.1080/21641846.2015.1004831,other,high
10.1080/21641846.2015.1017344,observational,medium
10.1080/21641846.2013.860779,other,high
10.1080/21641846.2015.1023652,observational,high
10.1080/21641846.2015.1024003,other,high
10.1080/21641846.2014.993873,non_randomized_trial,high
10.1080/21641846.2015.1033271,observational,high
10.1080/21641846.2015.1024004,observational,high
10.1080/21641846.2015.1035519,other,high
10.1080/21641846.2015.1039289,observational,high
10.1080/21641846.2015.1091152,observational,high
10.1080/21641846.2015.1090816,case_series,high
10.1080/21641846.2015.1106176,observational,high
10.1080/21641846.2015.1041336,observational,medium
10.1080/21641846.2015.1051291,observational,high
10.1080/21641846.2015.1126025,other,high
10.1080/21641846.2015.1097102,observational,high
10.1080/21641846.2015.1126026,observational,high
10.1080/21641846.2016.1167470,observational,high
10.1080/21641846.2016.1200884,other,medium
10.1080/21641846.2016.1160598,other,high
10.1080/21641846.2016.1206176,observational,medium
10.1080/21641846.2016.1207400,observational,high
10.1080/21641846.2016.1205876,rct,high
10.1080/21641846.2016.1217666,non_randomized_trial,medium
10.1080/21641846.2015.1124520,observational,high
10.1080/21641846.2017.1259724,other,high
10.1080/21641846.2016.1247971,case_series,high
10.1080/21641846.2016.1250862,observational,high
10.1080/21641846.2016.1222699,non_randomized_trial,high
10.1080/21641846.2016.1236588,case_series,high
10.1080/21641846.2017.1273863,other,high
10.1080/21641846.2017.1288629,observational,high
10.1080/21641846.2017.1278634,non_randomized_trial,high
10.1080/21641846.2017.1287546,observational,high
10.1080/21641846.2017.1280114,observational,high
10.1080/21641846.2017.1299079,observational,high
10.1080/21641846.2017.1311824,other,high
10.1080/21641846.2017.1299077,observational,high
10.1080/21641846.2017.1322235,case_series,high
10.1080/21641846.2017.1321166,observational,high
10.1080/21641846.2017.1322236,observational,high
10.1080/21641846.2017.1323576,observational,high
10.1080/21641846.2017.1333185,other,high
10.1080/21641846.2017.1299358,other,high
10.1080/21641846.2017.1335237,observational,high
10.1080/21641846.2017.1353578,observational,high
10.1080/21641846.2017.1343171,non_randomized_trial,medium
10.1080/21641846.2017.1297280,observational,high
10.1080/21641846.2017.1362750,unclear,low
10.1080/21641846.2017.1362780,other,high
10.1080/21641846.2018.1384095,observational,high
10.1080/21641846.2018.1419553,observational,high
10.1080/21641846.2018.1389336,other,high
10.1080/21641846.2018.1426086,observational,high
10.1080/21641846.2018.1453265,case_series,medium
10.1080/21641846.2018.1453919,observational,high
10.1080/21641846.2018.1426371,observational,high
10.1080/21641846.2018.1503125,observational,high
10.1080/21641846.2018.1488525,observational,high
10.1080/21641846.2018.1494530,observational,high
10.1080/21641846.2018.1515583,observational,high
10.1080/21641846.2019.1580855,other,high
10.1080/21641846.2018.1524216,observational,high
10.1080/21641846.2019.1600825,observational,high
10.1080/21641846.2019.1653471,observational,high
10.1080/21641846.2019.1629760,observational,high
10.1080/21641846.2019.1652417,observational,high
10.1080/21641846.2019.1687117,observational,high
10.1080/21641846.2020.1718292,other,high
10.1080/21641846.2020.1757809,other,high
10.1080/21641846.2019.1692770,case_series,high
10.1080/21641846.2020.1751455,case_series,high
10.1080/21641846.2020.1827503,observational,medium
10.1080/21641846.2020.1816879,other,high
10.1080/21641846.2020.1834295,other,high
10.1080/21641846.2020.1845287,observational,high
10.1080/21641846.2021.1878716,other,high
10.1080/21641846.2021.1890347,other,high
10.1080/21641846.2021.1915131,observational,high
10.1080/21641846.2020.1793058,other,high
10.1080/21641846.2020.1848262,other,high
10.1080/21641846.2021.1876613,case_series,high
10.1080/21641846.2021.1922140,observational,high
10.1080/21641846.2021.1935373,other,high
10.1080/21641846.2021.1950406,observational,high
10.1080/21641846.2021.1956223,other,high
10.1080/21641846.2021.1969800,case_series,high
10.1080/21641846.2021.1994222,case_series,medium
