original_url,replication_url,description,result,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,original_es_r,replication_es_r,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,discipline,project_tag,tags,validated,validated_person,openalex_field,openalex_subfield,replication_citation_html,original_citation_html
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #11: CD44 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #12: CD44 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #13: CD166 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #14: CD166 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #15: CD166 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #16: Clonogenic frequency between TOP-GFPlow vs TOP-GFPhigh (450 culture),failure,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,18,0.9505299,w,"[0.9347403, 0.962573]",1.29E-39,chi-squared,,18,0.4552718,w,,,"[0.335279, 0.5607297]",2.82E-10,chi-squared,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #17: Clonogenic frequency between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),failure,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,18,0.9505299,w,"[0.9347403, 0.962573]",1.29E-39,chi-squared,,18,0.1584204,w,,,"[0.01719788, 0.29344561]",0.02815377,chi-squared,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #18: Clonogenic frequency between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),failure,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,18,0.9505299,w,"[0.9347403, 0.962573]",1.29E-39,chi-squared,,18,0.1988645,w,,,"[0.05891533, 0.33114741]",0.005859398,chi-squared,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #19: Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + HGF (450 culture),failure,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,18,0.7710575,w,"[0.7066017, 0.8228232]",1.21E-26,chi-squared,,18,0.08796912,w,,,"[-0.0543158, 0.2267527]",0.2228685,chi-squared,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #20: Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + HGF (CSC1 culture),failure,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,18,0.7710575,w,"[0.7066017, 0.8228232]",1.21E-26,chi-squared,,18,0.0418753,w,,,"[-0.1003279, 0.182402]",0.561752,chi-squared,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #21: Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + HGF (Co100 culture),failure,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,18,0.7710575,w,"[0.7066017, 0.8228232]",1.21E-26,chi-squared,,18,0.256976,w,,,"[0.1197244, 0.3845891]",0.0003697778,chi-squared,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #22: Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (450 culture),failure,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,18,0.7281706,w,"[0.6539994, 0.7884753]",6.13E-24,chi-squared,,18,0.1010307,w,,,"[-0.0411666, 0.2392165]",0.1615367,chi-squared,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #23: Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (CSC1 culture),failure,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,18,0.7281706,w,"[0.6539994, 0.7884753]",6.13E-24,chi-squared,,18,0.1475765,w,,,"[0.006095581, 0.283265095]",0.04086671,chi-squared,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
