"description","tags","osf_link","result","ref_original","ref_replication"
"High (vs. low) saturation increases product size estimates","Sensory Marketing","https://osf.io/tnmvq/","Failure","Hagtvedt, H., and Brasel, S. A. (2017). Color Saturation Increases Perceived Product Size. J. Consum. Res. 44, 396–413. doi:  Study 3","Motoki, K., & Iseki, S. (2022). Evaluating replicability of ten influential research on sensory marketing. Frontiers in Communication, 7, 1048896."
"children’s fixed and growth intelligence mind-sets and parents' view of failure","","https://osf.io/xwn9m/","Success","Haimovitz, K., & Dweck, C. S. (2016). What predicts children’s fixed and growth intelligence mind-sets? Not their parents’ views of intelligence but their parents’ views of failure. Psychological science, 27(6), 859-869.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"children’s fixed and growth intelligence mind-sets and parents' view of failure","","https://osf.io/xwn9m/","Failure","Haimovitz, K., & Dweck, C. S. (2016). What predicts children’s fixed and growth intelligence mind-sets? Not their parents’ views of intelligence but their parents’ views of failure. Psychological science, 27(6), 859-869.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Errors Are Aversive: Defensive Motivation and the Error-Related Negativity","Affect, Defense Mechanisms, Female, Humans, Male, Motivation, Time Factors, Verbal Behavior, Vocabulary","https://osf.io/73pnd/","Failure","Hajcak, G., & Foti, D. (2008). Errors are aversive: Defensive motivation and the error-related negativity. Psychological science, 19(2), 103-108.","Lewis, M., & Pitts, M. (2023, September 28). Replication of Hajcak & Foti (2008, PS, Study 1)."
"","Adult, Conflict (Psychology), Female, Hate, Humans, Interpersonal Relations, Love, Male, Motivation","https://osf.io/76qc5/","Success","Halevy, N., Bornstein, G., & Sagiv, L. (2008). “In-group love” and “out-group hate” as motives for individual participation in intergroup conflict: A new game paradigm. Psychological science, 19(4), 405-411.","Thomae, M., Wood, M. J., & Immelman, N. (2023, September 28). Replication of N Halevy, G Bornstein, L Sagiv (2008, PS 19(4)). Retrieved from osf.io/76qc5"
"Left frontal cortical activation and spreading of alternatives: Tests of the action-based model of dissonance.","Analysis of Variance, Attitude, Biofeedback, Psychology, Brain Mapping, Cognitive Dissonance, Decision Making, Female, Humans, Male, Models, Psychological, Prefrontal Cortex [physiology]","https://osf.io/su6bm/","OS not significant","Harmon-Jones, E., Harmon-Jones, C., Fearn, M., Sigelman, J.D., & Johnson, P. (2008). Left frontal cortical activation and spreading of alternatives: Test of the action-based model of dissonance. Journal of Personality and Social Psychology, 94(1), 1-15.","Gable, P. A., & Mechin, N. (2023, September 28). Replication of E Harmon-Jones, C Harmon-Jones, M Fearn, JD Sigelman, P Johnson (2008, JPSP 94(1), Exp. 2). Retrieved from osf.io/su6bm"
"statistical shape of geometric reasoning","","https://osf.io/xwn9m/","Success","Hart, Y., Dillon, M. R., Marantan, A., Cardenas, A. L., Spelke, E., & Mahadevan, L. (2018). The statistical shape of geometric reasoning. Scientific reports, 8(1), 1-12.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Trolley Dilemma 2: principle of double effect","Many Labs 2","https://osf.io/8cd4r/","Success","Hauser, M. D., Cushman, F. A., Young, L., Jin, R., & Mikhail, J. M. (2007). A dissociation between moral judgments and justifications. Mind & Language, 22, 1–21.  Study 1, Scenarios 3 and 4","Klein, R. A., Vianello, M., Hasselman, F., Adams, B. G., Adams Jr, R. B., Alper, S., ... & Sowden, W. (2018). Many Labs 2: Investigating variation in replicability across samples and settings. Advances in Methods and Practices in Psychological Science, 1(4), 443-490."
"Trolley Dilemma 1: principle of double effect","Many Labs 2","https://osf.io/8cd4r/","Success","Hauser, M. D., Cushman, F. A., Young, L., Jin, R., & Mikhail, J. M. (2007). A dissociation between moral judgments and justifications. Mind & Language, 22, 1–21.  j.1468-0017.2006.00297.x Scenarios 1 and 2","Klein, R. A., Vianello, M., Hasselman, F., Adams, B. G., Adams Jr, R. B., Alper, S., ... & Sowden, W. (2018). Many Labs 2: Investigating variation in replicability across samples and settings. Advances in Methods and Practices in Psychological Science, 1(4), 443-490."
"Intergenerational Goods Game","Social Science Replication Project, Science, Nature, Human Behavior","https://osf.io/pfdyw/","Success","Hauser, O. P., Rand, D. G., Peysakhovich, A., & Nowak, M. A. (2014). Cooperating with the future. Nature, 511(7508), 220-223.","Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644."
"Objecting to experiments even while approving of the policies or treatments they compare","","https://osf.io/xwn9m/","Failure","Heck, P. R., Chabris, C. F., Watts, D. J., & Meyer, M. N. (2020). Objecting to experiments even while approving of the policies or treatments they compare. Proceedings of the National Academy of Sciences, 117(32), 18948-18950.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"What Do Cross_National Comparisons of Personality Traits Tell Us? The Case of Conscientiousness","Attitude, Cross-Cultural Comparison, Culture, Humans, Morals, Personality, Personality Inventory","https://osf.io/siaqe/","Failure","Heine, S.J., Buchtel, E.E., & Norenzayan, A. (2008). What do cross‐national comparisons of personality traits tell us? The case of conscientiousness. Psychological Science, 19(4), 309-313.","Lazarevic, L. B., & Knezevic, G. (2023, September 28). Replication of SJ Heine, EE Buchtel, A Norenzayan (2008, PS 19(4), exp 1). Retrieved from osf.io/siaqe"
"effects of an implemental mind-set on attitude strength","","https://osf.io/xwn9m/","Failure","Henderson, M. D., De Liver, Y., & Gollwitzer, P. M. (2008). The effects of an implemental mind-set on attitude strength. Journal of personality and social psychology, 94(3), 396.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Highlighting lower-SES students' background-specific strengths reinforces their academic persistence","","https://osf.io/xwn9m/","Success","Hernandez, I. A., Silverman, D. M., & Destin, M. (2021). From deficit to benefit: Highlighting lower-SES students' background-specific strengths reinforces their academic persistence. Journal of Experimental Social Psychology, 92, 104080.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Laypeople are able to predict the replication success of social science findings based on their intuitive plausibility","replication success, laypeople, Intuitive plausibility","https://osf.io/5y7ne/","Success","Hoogeveen, S., Sarafoglou, A., & Wagenmakers, E.-J. (2020). Laypeople Can Predict Which Social-Science Studies Will Be Replicated Successfully. Advances in Methods and Practices in Psychological Science, 3(3), 267–285.","Rausch, M. (2023, April 13). Can Laypeople Predict which Social Science Studies Will be Replicated Successfully?."
"People prefer scientific explanations that contain logically irrelevant reductive information","","https://osf.io/xwn9m/","Success","Hopkins, E. J., Weisberg, D. S., & Taylor, J. C. (2016). The seductive allure is a reductive allure: People prefer scientific explanations that contain logically irrelevant reductive information. Cognition, 155, 67-76.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Less-is-better effect","Many Labs 2","https://osf.io/8cd4r/","Success","Hsee, C. K. (1998). Less is better: When low-value options are valued more highly than high-value options. Journal of Behavioral Decision Making, 11, 107–121. >3.0.CO;2-Y Study 1","Klein, R. A., Vianello, M., Hasselman, F., Adams, B. G., Adams Jr, R. B., Alper, S., ... & Sowden, W. (2018). Many Labs 2: Investigating variation in replicability across samples and settings. Advances in Methods and Practices in Psychological Science, 1(4), 443-490."
"Consumers will be more likely to use a holistic process (vs. an attribute-by-attribute comparison) to judge anthropomorphized products.","anthropomorphism, comparative judgment, absolute strategy, dimension-by-dimension strategy","","Failure","Huang, F., Wong, C.V., & Wan, E.W. (2016). The Influence of Product Anthropomorphism on Comparative Judgment. Journal of Consumer Research. Study 2","Simmons, J. &. Nelson, L.D. (2020). [87] Data Replicada #5: Do Human-Like Products Inspire More Holistic Judgments? Data Colada. https://datacolada.org/87  Replication 2"
"Consumers will be more likely to use a holistic process (vs. an attribute-by-attribute comparison) to judge anthropomorphized products.","anthropomorphism, comparative judgment, absolute strategy, dimension-by-dimension strategy","","Failure","Huang, F., Wong, C.V., & Wan, E.W. (2016). The Influence of Product Anthropomorphism on Comparative Judgment. Journal of Consumer Research. Study 2","Simmons, J. &. Nelson, L.D. (2020). [87] Data Replicada #5: Do Human-Like Products Inspire More Holistic Judgments? Data Colada. https://datacolada.org/87  Replication 1"
"Cleanliness Priming of Moral Judgements","","https://www.osf.io/uxajg","Failure","Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.","Adams, D., Koenig, B., Sanders, C., Jackson, D., & Davis, C. (2018, December 4). Response Effort on Cleanliness Priming for Moral Judgements."
"cleanliness priming affects the severity of a participant’s judgment of moral dilemmas when instructed to do the study quickly","","https://www.osf.io/j8a4p","Failure","Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.","Mahlke, J., Weaver, A., Hall, M. M., Koenig, B., Poulter, L., Lee, A. A., … Gentry, A. (2018, April 27). Huang  (2014) Replication."
"Cardinal direction and socioeconomic status (non-western participants)","Many Labs 2","https://osf.io/8cd4r/","Success","Huang, Y., Tse, C. S., & Cho, K. W. (2014). Living in the north is not necessarily favorable: Different metaphoric associations between cardinal direction and valence in Hong Kong and in the United States. European Journal of Social Psychology, 44, 360–369.  Study 1a","Klein, R. A., Vianello, M., Hasselman, F., Adams, B. G., Adams Jr, R. B., Alper, S., ... & Sowden, W. (2018). Many Labs 2: Investigating variation in replicability across samples and settings. Advances in Methods and Practices in Psychological Science, 1(4), 443-490."
