description,result,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_url
"This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #6: H3K79me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",failure,12.0,0.7277978,r,"[0.2642831, 0.9181871]",0.09492094,F,,24,0.2635354,r,"[-0.1564986, 0.6028442]",0.6715423,chi-squared,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #7: H3K9me2 levels in cells expressing IDH1-WT vs IDH1-R132H,failure,6.0,2.611829,d,"[0.1847137, 4.915465]",0.01263466,t,,12,0.1371508,d,"[-0.99936, 1.266919]",0.8146451,t,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #8: H3K9me2 levels in cells expressing IDH2-WT vs IDH2-R132H,success,6.0,3.454354,d,"[0.6033013, 6.205243]",0.002873608,t,,12,0.7591922,d,"[-0.4363171, 1.920202]",0.2034023,t,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
"This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #9: Correlation of 2HG levels and H3K4me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",failure,12.0,0.744,r,"[0.2968469, 0.9235582]",0.005528176,t,,24,0.2322847,r,"[-0.1888034, 0.5812195]",0.2747297,t,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
"This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #10: Correlation of 2HG levels and H3K9me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",failure,12.0,0.819,r,"[0.462472, 0.9475357]",0.001119253,t,,24,0.3104728,r,"[-0.1062284, 0.6344132]",0.139789,t,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
"This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #11: Correlation of 2HG levels and H3K9me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",success,12.0,0.732,r,"[0.2726285, 0.9195869]",0.006798659,t,,24,0.2762519,r,"[-0.1430907, 0.6115032]",0.191312,t,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
"This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #12: Correlation of 2HG levels and H3K36me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",success,12.0,0.667,r,"[0.150838, 0.8973882]",0.01782211,t,,24,0.1526915,r,"[-0.267161, 0.5238232]",0.476283,t,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
"This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #13: Correlation of 2HG levels and H3K79me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",failure,12.0,0.713,r,"[0.2354375, 0.9132196]",0.009242931,t,,24,0.1583788,r,"[-0.2617404, 0.5280394]",0.4598103,t,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #14: 2HG levels in cells expressing IDH2-WT vs IDH2-R132H,inconclusive,,,d,,,,,10,9.062117,d,"[4.531949, 13.57112]",5.49e-07,t,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
"This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #1: Total RNA per 1000 cells at 0hr, 1hr, 24hr",failure,6.0,4.192694,d,"[0.9424328, 7.367756]",0.002146524,t,,6,0.8333723,d,"[-0.9053048, 2.483884]",0.3467888,t,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
"This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #2: Total RNA per 1000 cells at 0hr, 1hr, 24hr",success,6.0,4.192694,d,"[0.9424328, 7.367756]",0.002146524,t,,6,4.106256,d,"[0.9037742, 7.230549]",0.002382405,t,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #3: Active gene expression at 0 hr vs 1 hr,failure,755.0,0.5448031,r,"[0.4926005, 0.5930991]",1.05e-130,z,,708,0.3949782,r,"[0.3309264, 0.4554072]",1.36e-55,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #4: Active gene expression at 0 hr vs 1 hr,failure,755.0,0.5448031,r,"[0.4926005, 0.5930991]",1.05e-130,z,,719,0.3118873,r,"[0.2443428, 0.37642]",2.83e-34,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #5: Active gene expression at 0 hr vs 24 hr,failure,755.0,0.5985329,r,"[0.5507, 0.6424476]",3.33e-184,z,,708,0.2636816,r,"[0.1937634, 0.3309346]",3.6699999999999995e-24,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #6: Active gene expression at 0 hr vs 24 hr,failure,755.0,0.5985329,r,"[0.5507, 0.6424476]",3.33e-184,z,,719,0.3368036,r,"[0.2703445, 0.4000681]",3.77e-40,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #7: Active gene expression at 1 hr vs 24 hr,failure,755.0,0.5122673,r,"[0.4576434, 0.5630388]",6.09e-110,z,,708,0.1260148,r,"[0.05282251, 0.19786036]",1.92e-06,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #8: Active gene expression at 1 hr vs 24 hr,failure,755.0,0.5122673,r,"[0.4576434, 0.5630388]",6.09e-110,z,,719,0.2648761,r,"[0.1955467, 0.3315712]",9.91e-25,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #9: Silent gene expression at 0 hr vs 1 hr,reversal,514.0,-0.08532978,r,"[-0.20178932, 0.03350899]",0.04570119,z,,580,0.3702106,r,"[0.2977718, 0.4384106]",7.109999999999999e-40,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #10: Silent gene expression at 0 hr vs 1 hr,reversal,514.0,-0.08532978,r,"[-0.20178932, 0.03350899]",0.04570119,z,,573,0.2084408,r,"[0.1286578, 0.2855429]",9.29e-13,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #11: Silent gene expression at 0 hr vs 24 hr,success,514.0,0.1352899,r,"[0.0175003, 0.2493756]",0.001439705,z,,580,0.2447383,r,"[0.1665761, 0.319844]",2.22e-17,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #12: Silent gene expression at 0 hr vs 24 hr,success,514.0,0.1352899,r,"[0.0175003, 0.2493756]",0.001439705,z,,573,0.2411445,r,"[0.162373, 0.3168619]",1.03e-16,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #13: Silent gene expression at 1 hr vs 24 hr,failure,514.0,0.2672399,r,"[0.1444696, 0.3819071]",4.11e-09,z,,580,0.02012184,r,"[-0.06139251, 0.10136955]",0.4934609,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether cancer cells with high c-Myc levels show amplified transcription across the genome rather than activating specific target genes. Subexperiment #14: Silent gene expression at 1 hr vs 24 hr,failure,514.0,0.2672399,r,"[0.1444696, 0.3819071]",4.11e-09,z,,573,0.1310507,r,"[0.04967402, 0.21069895]",8.35e-06,z,,https://doi.org/10.1016/j.cell.2012.08.026,Charles Y. Lin; Jakob Lovén; Peter B. Rahl; Ronald M. Paranal; Christopher B. Burge; James E. Bradner; Tong Ihn Lee; Richard A. Young,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,Cell,151,1.0,56,2012,https://doi.org/10.7554/eLife.30274
This study tested whether the bacterium Fusobacterium nucleatum is associated with colorectal cancer. Subexperiment #1: Change in F. nucleatum DNA in colorectal carcinoma vs adjacent normal tissue,failure,99.0,0.4507904,r,"[0.2781297, 0.5952318]",2.52e-06,t,,40,0.2389425,r,"[-0.07840262, 0.5123185]",0.03207874,z,,https://doi.org/10.1101/gr.126516.111,Mauro Castellarin; Robin M. Warren; Jamie Freeman; Lisa Dreolini; Martin Krzywinski; Jaclyn Strauss; Rebecca Barnes; Peter H. Watson; Emma Allen‐Vercoe; Richard A. Moore; Robert A. Holt,<i>Fusobacterium nucleatum</i> infection is prevalent in human colorectal carcinoma,Genome Research,22,2.0,299,2011,https://doi.org/10.7554/eLife.25801
