replication_doi,replication_url,replication_title,replication_journal,contains_replications,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,description,result,replication_type,discipline,subdiscipline,justification,confidence,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,version
10.1037/0021-9010.77.4.419,https://doi.org/10.1037/0021-9010.77.4.419,,,True,https://doi.org/10.1016/0030-5073(76)90005-2,"Staw, B.",Knee-deep in the big muddy: A study of escalating commitment to a chosen course of action,Organizational Behavior and Human Performance,16,1,27-44,1976,Decision makers who are responsible for an initial decision that leads to negative consequences will escalate commitment by investing more resources in that losing course of action compared to those who are not responsible for the initial decision,success,close,psychology,social psychology,,high,,,,,,,,63,,,,0.01,<,,
10.1037/0021-9010.77.4.562,https://doi.org/10.1037/0021-9010.77.4.562,,,True,https://doi.org/10.1037/0021-9010.75.3.310,"Lautenschlager, G.; Flaherty, V.",Computer administration of questions: more desirable or more social desirability,Journal of Applied Psychology,75,3,310-314,1990,Computer administration of attitude and personality questionnaires increases socially desirable responding on impression management and self-deception scales compared to paper-and-pencil administration,failure,close,psychology,social psychology,,high,246,0.36,d,,,,,246,,,,,,,
10.1037/0021-9010.79.1.77,https://doi.org/10.1037/0021-9010.79.1.77,,,True,https://doi.org/10.1037/0021-9010.76.1.137,"Gallupe, R. Brent; Bastianutti, Lana M.; Cooper, William H.",Unblocking brainstorms,Journal of Applied Psychology,76,1,137-142,1991,Electronic brainstorming groups produce more nonredundant ideas than verbal brainstorming groups,success,direct,psychology,social psychology,,high,,,,,,,,40,,,,0.01,<,,
10.1037/0021-9010.79.2.260,https://doi.org/10.1037/0021-9010.79.2.260,,,True,https://doi.org/10.1037/0021-9010.73.3.371,"Scrivner, E.; Safer, M.",Eyewitnesses show hypermnesia for details about a violent event,Journal of Applied Psychology,73,3,371-377,1988,"Repeated recall attempts (3 times, 7 min each, within 1 hour) lead to hypermnesia (increased net recall) for details of a violent videotaped event",failure,close,psychology,cognitive psychology,,high,,,,,,,,93,0.02,etasq,,,,,
10.1037/0021-9010.79.2.260,https://doi.org/10.1037/0021-9010.79.2.260,,,True,https://doi.org/10.1037/0021-9010.73.3.371,"Scrivner, E.; Safer, M.",Eyewitnesses show hypermnesia for details about a violent event,Journal of Applied Psychology,73,3,371-377,1988,"Repeated recall attempts (3 times, 7 min each, within 1 hour) lead to hypermnesia (increased net recall) for details of a violent videotaped event",success,direct,psychology,cognitive psychology,,high,,,,,,,,20,0.43,etasq,,0.01,<,,
10.1037/0021-9010.79.4.592,https://doi.org/10.1037/0021-9010.79.4.592,,,True,https://doi.org/10.1287/mnsc.36.6.643,"Thaler, Richard; Johnson, Eric",Gambling with the house money and trying to break even: the effects of prior outcomes on risky choice,Management Science,36,6,643-660,1990,"In dynamic two-stage decision contexts, decision makers who had previously gained money are more risk seeking (77% chose risky alternative) while those who had previously lost money are more risk averse (40% chose risky alternative), opposite to prospect theory predictions from static contexts",success,close,psychology,cognitive psychology,,high,,,,,,,,135,,,,0.05,<,,
10.1037/0021-9010.79.4.631,https://doi.org/10.1037/0021-9010.79.4.631,,,True,https://doi.org/10.1037/0021-9010.76.5.725,"Barling, J.; Kelloway, E.; Bremermann, E.",Preemployment predictors of union attitudes: The role of family socialization and work beliefs,Journal of Applied Psychology,76,5,725-731,1991,Family socialization (parental union attitudes and participation) predicts students' preemployment union attitudes,success,close,psychology,social psychology,,high,,,,,,,,87,0.58,r,,0.01,<,,
10.1037/0021-9010.80.5.628,https://doi.org/10.1037/0021-9010.80.5.628,,,True,https://doi.org/10.1016/0030-5073(82)90225-2,"Eden, D.; Ravid, G.",Pygmalion vs. self-expectancy: Effects of instructor-and self-expectancy on trainee performance,Organizational Behavior and Human Performance,50,3,351-364,1982,"Raising participants' self-expectations by informing them they have high potential produces a positive self-fulfilling prophecy effect (the Galatea effect), where subordinates induced to expect more of themselves achieve more",success,conceptual,psychology,social psychology,,high,,,,,,,,25,,,,0.01,<,,
10.1037/0021-9010.83.1.84,https://doi.org/10.1037/0021-9010.83.1.84,,,True,https://doi.org/10.1111/j.1744-6570.1994.tb02408.x,"Latham, Gary; Whyte, Glen",The futility of utility analysis,Personnel Psychology,47,1,31-46,1994,Managers give less positive evaluations to proposals for valid selection procedures when utility information is included compared to validity information alone,failure,direct,business & management,human resource management,,high,143,-0.75,d,,,,,145,0.09,d,,0.68,=,two-sided,
10.1037/0021-9010.84.1.14,https://doi.org/10.1037/0021-9010.84.1.14,,,True,https://doi.org/10.1037/0021-9010.82.4.578,"Fitzgerald, L. F.; Drasgow, F.; Hulin, C. L.; Gelfand, M. J.; Magley, V. J.",The antecedents and consequences of sexual harassment in organizations: a test of an integrated model,Journal of Applied Psychology,82,4,578-589,1997,"Organizational characteristics (organizational tolerance of sexual harassment and job gender context) predict sexual harassment, which negatively influences job outcomes and psychological well-being",success,close,psychology,social psychology,,high,,,,,,,,217,,,,,,,
10.1037/0021-9010.85.2.219,https://doi.org/10.1037/0021-9010.85.2.219,,,True,https://doi.org/10.1037//0021-9010.72.1.62,"Heilman, M.; Simon, M.; Repper, D.","Intentionally favored, unintentionally harmed? The impact of gender based preferential selection on self-perceptions and self-evaluations",Journal of Applied Psychology,72,1,62-68,1987,"Preferential selection (vs. merit-based selection) for leadership positions causes women, but not men, to judge their leadership abilities less favorably, evaluate their performance less favorably, and be less desirous of continuing in the leadership position",failure,direct,psychology,social psychology,,high,,,,,,,,201,,,,,,,
10.1037/0021-9010.85.6.860,https://doi.org/10.1037/0021-9010.85.6.860,,,True,https://doi.org/10.1111/j.1744-6570.1999.tb00163.x,"Edwards, J. R.; Scully, J. A.; Brtek, M. D.",The measurement of work: hierarchical representation of the Multimethod Job Design Questionnaire,Personnel Psychology,52,2,305-334,1999,The MJDQ (Multimethod Job Design Questionnaire) is best represented by a 10-factor first-order model rather than a 4-factor model or hierarchical structure,success,direct,psychology,social psychology,,high,602,,,,,,,885,,,,,,,
10.1037/0021-9010.85.6.860,https://doi.org/10.1037/0021-9010.85.6.860,,,True,https://doi.org/10.35426/iav14n65.02,"Campion, M. A.",Interdisciplinary approaches to job design: a constructive replication with extensions,Journal of Applied Psychology,73,,467-481,1988,"Each work-design approach (motivational, mechanistic, biological, perceptual-motor) correlates positively with its expected outcome (satisfaction, efficiency, comfort, reliability respectively)",success,close,business & management,human resource management,,high,1024,,,,,,,788,,,,,,,
10.1037/0021-9010.85.6.996,https://doi.org/10.1037/0021-9010.85.6.996,,,True,https://doi.org/10.1037/0021-9010.82.3.390,"VandeWalle, D.; Cummings, L.",A test of the influence of goal orientation on the feedback seeking process,Journal of Applied Psychology,82,3,390-400,1997,Learning goal orientation has a positive relationship with the perceived value of feedback seeking,success,close,psychology,social psychology,,high,,,,,,,,310,0.29,beta,,0.001,<,,
10.1037/0021-9010.85.6.996,https://doi.org/10.1037/0021-9010.85.6.996,,,True,https://doi.org/10.1037/0021-9010.82.3.390,"VandeWalle, D.; Cummings, L.",A test of the influence of goal orientation on the feedback seeking process,Journal of Applied Psychology,82,3,390-400,1997,Learning goal orientation has a negative relationship with the perceived cost of feedback seeking,success,close,psychology,social psychology,,high,,,,,,,,310,-0.22,beta,,0.001,<,,
10.1037/0021-9010.85.6.996,https://doi.org/10.1037/0021-9010.85.6.996,,,True,https://doi.org/10.1037/0021-9010.82.3.390,"VandeWalle, D.; Cummings, L.",A test of the influence of goal orientation on the feedback seeking process,Journal of Applied Psychology,82,3,390-400,1997,Perceived cost and value of feedback seeking mediate the relationship between learning goal orientation and feedback-seeking behavior,success,close,psychology,social psychology,,high,,,,,,,,310,,,,,,,
10.1037/0021-9010.86.2.293,https://doi.org/10.1037/0021-9010.86.2.293,,,True,https://doi.org/10.1037/0021-9010.84.3.390,"Magley, V.; Hulin, C.; Fitzgerald, L.; Denardo, M.",Outcomes of self-labeling sexual harassment,Journal of Applied Psychology,84,3,390-402,1999,Labeling unwanted sex-related experiences as sexual harassment is unimportant for negative outcomes - experiencing harassment leads to negative job and psychological outcomes regardless of whether it is labeled as sexual harassment,success,close,psychology,social psychology,,high,,,,,,,,28210,0.26,r,,,,,
10.1037/0021-9010.86.3.451,https://doi.org/10.1037/0021-9010.86.3.451,,,True,https://doi.org/10.1037/0021-9010.82.1.143,"Chan, D.; Schmitt, N.",Video-based versus paper-and-pencil method of assessment in situational judgment tests: Subgroup differences in test performance and face validity perceptions,Journal of Applied Psychology,82,1,143-159,1997,Video-based simulations produce smaller racial subgroup mean differences than paper-and-pencil tests when measuring similar constructs,success,close,psychology,social psychology,,high,,0.74,d,,,,,979,0.31,d,,,,,
10.1037/0021-9010.86.4.684,https://doi.org/10.1037/0021-9010.86.4.684,,,True,https://doi.org/10.1037//0021-9010.81.4.331,"Harrison, D.; Virick, M.; William, S.","Working without a net: time, performance, and turnover under maximally contingent rewards",Journal of Applied Psychology,81,4,331-345,1996,Short-term performance trends (2-month change in performance) predict voluntary turnover beyond current performance level,success,close,business & management,human resource management,,high,,,,,,,,1413,,,,0.001,<,,
10.1037/0021-9010.87.2.220,https://doi.org/10.1037/0021-9010.87.2.220,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/0021-9010.87.4.715,https://doi.org/10.1037/0021-9010.87.4.715,,,True,https://doi.org/10.2307/256921,"Bamberger, P.; Kluger, A.; Suchard, R.",The antecedents and consequences of union commitment: A meta-analysis,Academy of Management Journal,42,3,304-318,1999,Union instrumentality and job satisfaction influence union commitment both directly and indirectly through mediating variables (pro-union attitudes and organizational commitment),success,close,business & management,human resource management,,high,,,,,,,,322,,,,,,,
10.1037/0021-9010.88.1.6,https://doi.org/10.1037/0021-9010.88.1.6,,,True,https://doi.org/10.1006/obhd.1998.2779,"Bragger, J.; Bragger, D.; Hantula, D.; Kirnan, J.",Hysteresis and uncertainty: the effect of information on delays to exit decisions,Organizational Behavior and Human Decision Processes,74,3,229-253,1998,Participants receiving equivocal (uncertain) feedback delay exit decisions longer and invest more resources than those receiving less equivocal feedback in a failing investment scenario,success,close,psychology,social psychology,,high,,,,,,,,136,0.19,r,,0.03,=,,
10.1037/0021-9010.88.1.6,https://doi.org/10.1037/0021-9010.88.1.6,,,True,https://doi.org/10.1006/obhd.1998.2779,"Bragger, J.; Bragger, D.; Hantula, D.; Kirnan, J.",Hysteresis and uncertainty: the effect of information on delays to exit decisions,Organizational Behavior and Human Decision Processes,74,3,229-253,1998,Participants with opportunity to purchase information about their investment exit sooner and invest fewer resources than those without access to information,success,close,psychology,social psychology,,high,,,,,,,,136,0.29,r,,0.001,=,,
10.1037/0021-9010.88.3.404,https://doi.org/10.1037/0021-9010.88.3.404,,,True,https://doi.org/10.1016/0001-4575(80)90018-4,"Ostberg, O.",Risk perception and work behaviour in forestry-Implications for accident prevention policy,Accident Analysis and Prevention,12,3,189-200,1980,"Personnel groups' perceptions of risk magnitude vary by organizational role, with those closest to production underestimating risk and those further from production overestimating risk",failure,direct,psychology,social psychology,,high,,,,,,,,104,,,,0.01,<,,
10.1037/0021-9010.88.6.989,https://doi.org/10.1037/0021-9010.88.6.989,,,True,https://doi.org/10.1037/0033-2909.115.2.210,"Mullen, B.; Copper, C.",The relation between group cohesiveness and performance: an integration,Psychological Bulletin,115,2,210-227,1994,"Task commitment is the only component of cohesion independently related to performance, while interpersonal attraction and group pride are not independently related to performance",reversal,direct,psychology,social psychology,,high,,,,,,,,,0.199,r,,,,,
10.1037/0021-9010.88.6.989,https://doi.org/10.1037/0021-9010.88.6.989,,,True,https://doi.org/10.1037/0033-2909.115.2.210,"Mullen, B.; Copper, C.",The relation between group cohesiveness and performance: an integration,Psychological Bulletin,115,2,210-227,1994,Group pride is not independently related to performance,reversal,direct,psychology,social psychology,,high,,,,,,,,,0.261,r,,,,,
10.1037/0021-9010.88.6.989,https://doi.org/10.1037/0021-9010.88.6.989,,,True,https://doi.org/10.1037/0033-2909.115.2.210,"Mullen, B.; Copper, C.",The relation between group cohesiveness and performance: an integration,Psychological Bulletin,115,2,210-227,1994,Interpersonal attraction is not independently related to performance,reversal,direct,psychology,social psychology,,high,,,,,,,,,0.199,r,,,,,
10.1037/0021-9010.89.1.150,https://doi.org/10.1037/0021-9010.89.1.150,,,True,https://doi.org/10.1037/0021-9010.80.5.607,"Schmit, M. J.; Ryan, A. M.; Stierwalt, S. L.; Powell, A. B.",Frame-of-reference effects on personality scores and criterion-related validity,Journal of Applied Psychology,80,5,607-620,1995,Contextualizing personality test items to a school-specific frame of reference increases criterion-related validity for predicting college GPA compared to noncontextual personality items,success,close,psychology,personality psychology,,high,,,r,,,,,308,0.51,r,,0.01,<,two-sided,
