doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1097/00007611-199808000-00007,abstract_only,yes,yes,case_series,not_applicable,no,,gabapentin|anticonvulsant|neuropathic pain|tremor|RLS treatment,Gabapentin for Treatment of Pain and Tremor,Southern Medical Journal,1998,MICHAEL D. MERREN,91,8,739-744,https://doi.org/10.1097/00007611-199808000-00007
10.1590/0004-282x20190167,abstract_only,no,no,other,not_applicable,yes,,diagnostic tool | differential diagnosis | behavioral leg movements,,,,,,,,
pmid_9538563,abstract_only,yes,yes,case_series,not_applicable,no,,clonazepam|periodic limb movements|polysomnography|treatment efficacy,A polysomnographic study on periodic limb movements in patients with restless legs syndrome and neuroleptic-induced akathisia.,Hiroshima journal of medical sciences,1997,Inami Y.; Horiguchi J.; Nishimatsu O.; Sasaki A.; Sukegawa T.; Katagiri H.; Yamawaki S.,46,4,133-41,https://pubmed.ncbi.nlm.nih.gov/9538563/
10.1016/j.sleep.2023.10.030,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,cerebellar volume | neuroimaging | RLS pathophysiology | brain connectivity | MRI analysis,Redefining the role of the cerebellum in restless legs syndrome,Sleep Medicine,2023,Kang Min Park; Keun Tae Kim; Dong Ah Lee; Yong Won Cho,112,,256-261,https://doi.org/10.1016/j.sleep.2023.10.030
10.35248/2472-1115.21.11.342,abstract_only,no,no,unclear,not_applicable,yes,review,RLS epidemiology | population prevalence | background overview,,,,,,,,
10.1590/0004-282x20180114,abstract_only,no,no,retrospective_cohort,not_applicable,no,,RLS|Parkinson's disease|cardiovascular risk|comorbidity,,,,,,,,
10.60787/nmj-v65i3.428,abstract_only,yes,no,cross_sectional,not_applicable,yes,,prevalence|sleep quality|psychiatric comorbidity|epidemiology,"Prevalence of Restless Leg Syndrome, Associated Variables and Impact on Sleep Quality in a Cohort of Patients with Neuropsychiatric Disorders",Nigerian Medical Journal,2024,"Goel, Ramita; Satodiya, Vimal; Kosambiya, Rohan; Vala, Ashok",65,5,705-715,https://nigerianmedjournal.org/index.php/nmj/article/view/428
10.2147/jprls.s40804,abstract_only,yes,yes,rct,phase_3,no,,gabapentin enacarbil | sleep outcomes | RLS symptom severity | pharmacological treatment,Gabapentin enacarbil in subjects with moderate to severe primary restless legs syndrome with and without severe sleep disturbance: an integrated analysis of subjective and novel sleep endpoints from two studies,Journal of Parkinsonism and Restless Legs Syndrome,2013,Richard Bogan; Ellenbogen; Philip Becker; Kushida; Ball; William Ondo; Caivano; Kavanagh,,,31,https://doi.org/10.2147/jprls.s40804
10.4103/atm.atm_57_24,abstract_only,no,no,cross_sectional,not_applicable,no,,sleep disorders | prevalence | elderly | cross-sectional survey,,,,,,,,
10.1093/sleep/zsab072.529,abstract_only,yes,yes,rct,phase_2,no,,physical activity intervention | RLS severity | sleep quality | multiple sclerosis | pilot RCT,531 Efficacy of a physical activity intervention for managing restless legs syndrome in multiple sclerosis: A pilot RCT,Sleep,2021,Katie Cederberg; Robert Motl,44,Supplement_2,A209-A209,https://doi.org/10.1093/sleep/zsab072.529
10.1080/17425255.2024.2329738,abstract_only,yes,no,other,not_applicable,yes,review,alpha2delta ligands | ADMET | pharmacokinetics | RLS treatment | medication review,A comprehensive update on the ADMET considerations for α2δ calcium channel ligand medications for treating restless legs syndrome,Expert Opinion on Drug Metabolism &amp; Toxicology,2024,Gaia Pellitteri; Salvatore Versace; Giovanni Merlino; Annacarmen Nilo; Gian Luigi Gigli; Mariarosaria Valente,20,3,133-142,https://doi.org/10.1080/17425255.2024.2329738
10.1055/s-2005-918641,abstract_only,yes,yes,unclear,unclear,no,,levetiracetam | RLS pharmacotherapy | dopaminergic-GABAergic systems | alternative treatment | adverse effect profile,Efficacy of levetiracetam in the treatment of restless legs syndrome (Keppra-RLS-Study),Pharmacopsychiatry,2005,EL Brakemeier; Malek Bajbouj; Heidi Danker‐Hopfe; Alexander Luborzewski,38,05,,https://doi.org/10.1055/s-2005-918641
10.29014/ns.2022.26.23,abstract_only,no,no,other,not_applicable,yes,review,migraine | RLS comorbidity | pathophysiology | dopaminergic system,,,,,,,,
10.1002/mds.21591,abstract_only,no,no,not_applicable,not_applicable,yes,review,RLS diagnosis | differential diagnosis | video guide | clinical presentation | PLM,,,,,,,,
10.1016/j.jocn.2015.01.032,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,neuropathic RLS | dopamine agonists | secondary RLS | therapeutic response,Neuropathy in a cohort of restless leg syndrome patients,Journal of Clinical Neuroscience,2015,Jogendra K. Bastia; Sanjeev K. Bhoi; Jayantee Kalita; Usha K. Misra,22,8,1314-1318,https://doi.org/10.1016/j.jocn.2015.01.032
10.1002/mdc3.12594,abstract_only,yes,yes,case_series,not_applicable,no,,RLS treatment|tramadol|marijuana|dopamine agonists|gabapentin|unilateral RLS|trauma-induced RLS,Post‐traumatic Origin of Unilateral Restless Leg Syndrome,Movement Disorders Clinical Practice,2018,Peter A. LeWitt,5,3,323-324,https://doi.org/10.1002/mdc3.12594
10.1097/mcp.0000000000000733,abstract_only,no,no,other,not_applicable,yes,review,opioids | sleep architecture | central sleep apnea | RLS side effect,,,,,,,,
10.14235/bas.galenos.2023.36036,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,RLS prevalence | epidemiology | cross-sectional survey | screening,Determining the Frequency of Restless Legs Syndrome in the Adult Population,Bezmialem Science,2023,Neşe KISKAÇ; Mehmet ZORLU,11,4,343-348,https://doi.org/10.14235/bas.galenos.2023.36036
10.1002/brb3.3259,abstract_only,yes,no,case_control,not_applicable,yes,,RLS pathogenesis | hepcidin | iron metabolism | biomarker study,Evaluation of the relationship between idiopathic restless legs syndrome and serum hepcidin levels,Brain and Behavior,2023,Semra Alaçam Köksal; Sena Boncuk Ulaş; Bilgehan Atılgan Acar; Türkan Acar; Yeşim Güzey Aras; Mehmet Köroğlu,13,11,e3259,https://doi.org/10.1002/brb3.3259
10.15537/smj.2015.2.10036,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | ESRD hemodialysis | risk factors | comorbidities,Restless legs syndrome among Saudi end-stage renal disease patients on hemodialysis,Saudi Medical Journal,2015,Siraj O. Wali; Abeer F. Alkhouli,36,2,204-210,https://doi.org/10.15537/smj.2015.2.10036
10.1096/fasebj.20.4.a191-a,abstract_only,yes,yes,case_series,not_applicable,no,,iron deficiency | restless legs syndrome | iron supplementation | pediatric | polysomnography,Iron Metabolism in an Iron Supplement‐Dependent Young Male,The FASEB Journal,2006,Arlyce F. Vanness; Nancy F. Krebs; K. Michael Hambidge,20,4,,https://doi.org/10.1096/fasebj.20.4.a191-a
10.1016/j.ijpam.2016.06.001,abstract_only,no,no,case_control,not_applicable,no,,sleep_disorders|CKD|RLS_comorbidity,,,,,,,,
10.1016/j.sleep.2004.01.013,abstract_only,yes,no,other,not_applicable,yes,review,pregnancy | RLS epidemiology | risk factors | iron deficiency | folate,Pregnancy as a risk factor for restless legs syndrome,Sleep Medicine,2004,Manconi M.; Govoni V.; De Vito A.; Economou NT; Cesnik E.; Mollica G.; Granieri E.,5,3,305-308,https://doi.org/10.1016/j.sleep.2004.01.013
10.1016/j.sleep.2021.01.016,abstract_only,yes,no,retrospective_cohort,not_applicable,no,,RLS epidemiology|COPD comorbidity|incidence rates|socioeconomic factors,A follow-up study on restless legs syndrome in chronic obstructive pulmonary disease population,Sleep Medicine,2021,Be Em Thi Truong; Fung-Chang Sung; Cheng-Li Lin; Liang-Wen Hang; Yu-Kuei Teng; Ya-Ling Tzeng,80,,9-15,https://doi.org/10.1016/j.sleep.2021.01.016
10.1177/1054773810388557,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,iron supplementation|RLS symptoms|sleep quality|depression|fatigue|quality of life,The Relationship With Iron and Health Outcomes in Persons With Restless Legs Syndrome,Clinical Nursing Research,2011,Norma G. Cuellar; Alexandra Hanlon; Sarah J. Ratcliffe,20,2,144-161,https://doi.org/10.1177/1054773810388557
10.5772/26621,abstract_only,no,no,other,not_applicable,yes,review,mercury exposure | sleep disorders | occupational toxicology | historical review,,,,,,,,
10.1016/j.sleep.2026.108905,abstract_only,yes,no,retrospective_cohort,not_applicable,yes,secondary_analysis,RLS phenotypes | clustering | longitudinal outcomes | treatment patterns,Data-driven phenotypic clustering of idiopathic restless legs syndrome and its longitudinal clinical correlates,Sleep Medicine,2026,Sungeun Hwang; Se Young Bang; Ki-Young Jung,143,,108905,https://doi.org/10.1016/j.sleep.2026.108905
10.1002/jcph.1426,abstract_only,yes,no,other,not_applicable,yes,review,meta-analysis | dopaminergic agonists | alpha-2-delta ligands | comparative efficacy | RLS treatment,Quantitative Comparison of the Efficacies of 5 First‐Line Drugs for Primary Restless Leg Syndrome,The Journal of Clinical Pharmacology,2019,Ningyuan Zhang; Yunfei Li; Yinghua Lv; Ling Xu; Junchao Chen; Hongxia Liu; Lujin Li; Qingshan Zheng,59,9,1177-1187,https://doi.org/10.1002/jcph.1426
10.1212/con.0000000000001285,abstract_only,yes,no,other,not_applicable,yes,review,pediatric sleep disorders | review | RLS overview,Sleep Disorders in Childhood,Continuum,2023,Althea Robinson Shelton,29,4,1205-1233,https://doi.org/10.1212/con.0000000000001285
10.1016/j.sleep.2010.02.012,abstract_only,no,no,not_applicable,not_applicable,yes,review,sleep|ADHD|RLS-comorbidity,,,,,,,,
10.5281/zenodo.3835717,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS epidemiology | comorbidity | hypertension association | cross-sectional survey,"ASSOCIATION BETWEEN RESTLESS LEG SYNDROME (RLS) AND HYPERTENSION (HTN) IN ADULTS AT TAIF CITY, SAUDI ARABIA",,2020,"Dr. Suzan Atia Alsaid *, Dalal Owith Al-Osimi , Fatima Moeesh Altalhi , Nada Mohammed Al-Sufyani , Reham Faleh Algethami , Rana Adel Alkhaldi , Norah Talal Alqarashe",,,,https://zenodo.org/record/3835717
10.1016/j.sleep.2024.08.017,abstract_only,yes,yes,rct,phase_2,no,,tonic motor activation | nonpharmacological therapy | medication-refractory RLS | symptom severity,Efficacy and safety of TOMAC for treatment of medication-naïve and medication-refractory restless legs syndrome: A randomized clinical trial and meta-analysis,Sleep Medicine,2024,Haramandeep Singh; Fiona C. Baker; Joseph Ojile; Bahman Adlou; Viktoriia Kolotovska; Stephanie K. Rigot; Jonathan D. Charlesworth,122,,141-148,https://doi.org/10.1016/j.sleep.2024.08.017
10.1016/j.sleep.2006.06.013,abstract_only,no,no,other,not_applicable,yes,,periodic limb movements | polysomnography | sleep measurement,,,,,,,,
10.29252/ijn.27.90.91.94,abstract_only,yes,yes,rct,phase_2,no,,stretching exercises | non-pharmacological intervention | quality of life | hemodialysis patients,The Effect of Stretching Exercises on the Quality of Life of Hemodialysis Patients with Restless Legs Syndrome,Iran Journal of Nursing,2014,"Aliasgharpour, M; Rafii, F; Abbasi, Z; Center For Nursing Care Research Iran University Of Medical Sciences And Faculty Member In School Of Nursing And Midwifery Tehran University Of Medical Sciences Tehran Iran; Professor Center For Nursing Care Research School Of Nursing And Midwifery Iran University Of Medical Sciences Tehran Iran; Master Degree Of Medical Surgical Nursing Imam Reza Hospital Tabriz University Of Medical Sciences Tabriz Iran. *Corresponding Author Tel: +98 09358354086 Email: Abbasi.Zahra93@yahoo.com",27,90,94-101,https://doi.org/10.29252/ijn.27.90.91.94
10.1517/14656566.2010.494598,abstract_only,yes,no,other,not_applicable,yes,review,gabapentin enacarbil | RLS treatment alternatives | dopaminergic agents | pharmacokinetics,Gabapentin enacarbil (XP13512/GSK1838262) as an alternative treatment to dopaminergic agents for restless legs syndrome,Expert Opinion on Pharmacotherapy,2010,Susan Imamura; Clete Kushida,11,11,1925-1932,https://doi.org/10.1517/14656566.2010.494598
10.4088/jcp.12074nr3c,abstract_only,yes,no,other,not_applicable,yes,guideline,RLS treatment | dopamine agonists | pharmacology | augmentation | iron,Latest Guidelines and Advances for Treatment of Restless Legs Syndrome,The Journal of Clinical Psychiatry,2014,Christopher J. Earley,75,04,e08,https://doi.org/10.4088/jcp.12074nr3c
10.2147/rrtd.s30575,abstract_only,yes,no,not_applicable,not_applicable,yes,review,rotigotine|dopamine agonist|RLS treatment|transdermal delivery,The status of rotigotine as a safe and effective alternative in the treatment of restless legs syndrome,Research and Reports in Transdermal Drug Delivery,2013,Eric Frenette; Bourgeois,,,1,https://doi.org/10.2147/rrtd.s30575
10.37532/jsdtc.2021.10(2).259,abstract_only,yes,no,not_applicable,not_applicable,yes,review,RLS overview | diagnosis | treatment review | pathophysiology,Machine learning in the diagnosis of Hirschsprung disease: a systematic review and meta-analysis.,Pediatric surgery international,2026,Liu H.; Zhou Y.; Wang X.; Wang C.; Guo S.; Sun M.; Li S.; Wang Y.,42,1,1,https://doi.org/10.37532/jsdtc.2021.10(2).259
10.1016/j.sleep.2014.12.019,abstract_only,yes,yes,rct,phase_3,no,,rotigotine|periodic limb movements|blood pressure|cardiovascular effects|polysomnography,Significant association between systolic and diastolic blood pressure elevations and periodic limb movements in patients with idiopathic restless legs syndrome,Sleep Medicine,2016,Werner Cassel; Karl Kesper; Axel Bauer; Frank Grieger; Erwin Schollmayer; Lars Joeres; Claudia Trenkwalder,17,,109-120,https://doi.org/10.1016/j.sleep.2014.12.019
10.1001/archneur.1990.00530110083021,abstract_only,yes,yes,retrospective_cohort,phase_4,no,,dopaminergic drugs | levodopa | bromocriptine | long-term efficacy | dose adjustment,Long-term Effect of Dopaminergic Drugs in Restless Legs,Archives of Neurology,1990,Christian von Scheele,47,11,1223,https://doi.org/10.1001/archneur.1990.00530110083021
10.1007/s00415-010-5644-y,abstract_only,yes,yes,case_series,phase_2,no,,dopaminergic treatment|sensory-motor integration|SAI|transcranial magnetic stimulation|mechanism of action,Impairment of sensory-motor integration in patients affected by RLS,Journal of Neurology,2010,Rizzo V.; Aricò I.; Liotta G.; Ricciardi L.; Mastroeni C.; Morgante F.; Allegra R.; Condurso R.; Girlanda P.; Silvestri R.; Quartarone A.,257,12,1979-1985,https://doi.org/10.1007/s00415-010-5644-y
10.1080/00207454.2019.1608200,abstract_only,no,no,other,not_applicable,yes,review,RLS in Parkinson's | iron metabolism | ferritin | meta-analysis,,,,,,,,
10.1016/j.sleep.2019.02.007,abstract_only,no,no,other,not_applicable,no,,sleep disorders | Niemann-Pick disease | RLS comorbidity,,,,,,,,
10.5093/clh2026a3,abstract_only,yes,no,observational_cohort,not_applicable,no,,RLS in pregnancy | mental health comorbidity | depression anxiety stress | peripartum | observational follow-up,Restless Legs Syndrome and Mental Health Problems in Peripartum Women: A Prospective Study,Clinical and Health,2026,Muhamed Lepuzanović; Vildana Aziraj Smajić; Sandra Nakić Radoš; Osman Sinanović,37,,,https://doi.org/10.5093/clh2026a3
10.1185/03007990802344594,abstract_only,yes,no,other,not_applicable,yes,review,cost-effectiveness|economic analysis|pramipexole|ropinirole|Markov model,Cost-effectiveness of licensed treatment options for restless legs syndrome in the UK and Sweden,Current Medical Research and Opinion,2008,Lees M.; Roberts G.; Tabberer M.; DasGupta R.; Finnern HW,24,10,2919-2930,https://doi.org/10.1185/03007990802344594
10.31450/ukrjnd.4(84).2024.10,abstract_only,yes,yes,case_series,not_applicable,no,,kinesio taping | non-pharmacological intervention | hemodialysis | symptom severity,Nursing intervention: Kinesio taping to reduce restless legs syndrome symptoms in patients undergoing hemodialysis,Ukrainian Journal of Nephrology and Dialysis,2024,Anggit Prasetya; Agus Santosa; Jebul Suroso,2024,4(84),86-91,https://doi.org/10.31450/ukrjnd.4(84).2024.10
10.30565/medalanya.453150,abstract_only,yes,no,other,not_applicable,yes,review,RLS screening tool | validation study | Turkish translation,Validity and Reliability of the Turkish Version of The International Restless Legs Syndrome Study Group Rating Scale,Acta Medica Alanya,2019,Elif AY; Nesrin HELVACI YILMAZ; Özge ARICI DÜZ; Fahriye Feriha ÖZER,3,2,105-110,https://doi.org/10.30565/medalanya.453150
10.3389/fneur.2018.00021,abstract_only,no,no,observational_cohort,not_applicable,no,,RLS prevalence | shift work | occupational health | sleep disorders,,,,,,,,
10.1517/17425240802500870,abstract_only,no,no,other,not_applicable,yes,editorial,rotigotine|transdermal|crystallization|patch|formulation,,,,,,,,
10.1016/j.amjmed.2006.11.003,abstract_only,yes,no,other,not_applicable,yes,review,RLS pathophysiology | diagnostic criteria | etiology | phenotypes,Controversies and Challenges in Defining the Etiology and Pathophysiology of Restless Legs Syndrome,The American Journal of Medicine,2007,Richard P. Allen,120,1,S13-S21,https://doi.org/10.1016/j.amjmed.2006.11.003
