doi,source_folder,is_relevant,studies_treatment,trial_type,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1086/341455,pdfs,yes,yes,rct,no,,intranasal interferon | rhinovirus | combination antiviral-antimediator therapy | cold treatment | randomized controlled trial,Combined Antiviral-Antimediator Treatment for the Common Cold,The Journal of Infectious Diseases,2002,Jack M. Gwaltney; Birgit Winther; James T. Patrie; J. Owen Hendley,186,2,147-154,https://doi.org/10.1086/341455
10.1086/512858,pdfs,yes,yes,rct,no,,acid-buffered saline | rhinovirus | antiviral nasal spray | intranasal intervention | experimental cold trial,Inhibition of Rhinovirus Replication In Vitro and In Vivo by Acid‐Buffered Saline,The Journal of Infectious Diseases,2007,James E. Gern; Anne G. Mosser; Cheri A. Swenson; Paul J. Rennie; R. James England; Jacqueline Shaffer; Haruko Mizoguchi,195,8,1137-1143,https://doi.org/10.1086/512858
10.1086/653621,pdfs,yes,yes,other,no,,recombinant sialidase | DAS181 | parainfluenza | intranasal antiviral | barrier agent,A Recombinant Sialidase Fusion Protein Effectively Inhibits Human Parainfluenza Viral Infection In Vitro and In Vivo,The Journal of Infectious Diseases,2010,Anne Moscona; Matteo Porotto; Samantha Palmer; Caroline Tai; Lori Aschenbrenner; Gallen Triana‐Baltzer; Qi‐Xiang Li; David Wurtman; Stefan Niewiesk; Fang Fang,202,2,234-241,https://doi.org/10.1086/653621
10.1089/jir.1980.1.169,pdfs,yes,yes,rct,no,,intranasal interferon | influenza prophylaxis | respiratory virus prevention | double-blind trial,The Preventive Effect of Human Interferon-Alpha Preparation on Upper Respiratory Disease,Journal of Interferon Research,1980,JIRO IMANISHI; TOSHIRO KARAKI; OSAMU SASAKI; AKIO MATSUO; KINZO OISHI; CHIN-BIN PAK; TSUNATARO KISHIDA; SEIYA TODA; HISANORI NAGATA,1,1,169-178,https://doi.org/10.1089/jir.1980.1.169
10.1089/jir.1986.6.153,pdfs,yes,yes,rct,no,,intranasal interferon | rhinovirus prophylaxis | antiviral nasal spray | interferon-beta | common cold prevention,"Interferon-β
                    <sub>ser</sub>
                    As Prophylaxis Against Experimental Rhinovirus Infection in Volunteers",Journal of Interferon Research,1986,Higgins PG; Al-Nakib W.; Willman J.; Tyrrell DA,6,2,153-159,https://doi.org/10.1089/jir.1986.6.153
10.1089/jir.1983.3.443,pdfs,yes,yes,other,no,,intranasal interferon | pharmacokinetics | nasal spray delivery | antiviral,Comparative Intranasal Pharmacokinetics of Interferon Using Two Spray Systems,Journal of Interferon Research,1983,Davies HW; Scott GM; Robinson JA; Higgins PG; Wootton R.; Tyrrell DA,3,4,443-449,https://doi.org/10.1089/jir.1983.3.443
10.1089/jir.1984.4.535,pdfs,yes,yes,rct,no,,intranasal interferon | rhinovirus prophylaxis | influenza prevention | double-blind placebo-controlled trial,"Intranasal Lymphoblastoid Interferon (""Well fer on"") Prophylaxis Against Rhinovirus and Influenza Virus in Volunteers",Journal of Interferon Research,1984,R.J. Phillpotts; Paul G. Higgins; J. S. Willman; D. A. J. Tyrrell; D. S. Freestone; W. M. Shepherd,4,4,535-541,https://doi.org/10.1089/jir.1984.4.535
10.1089/jir.1988.8.591,pdfs,yes,yes,rct,no,,intranasal interferon | rhinovirus prophylaxis | recombinant interferon-beta | experimental challenge study | antiviral nasal spray,Recombinant Human Interferon-γ as Prophylaxis Against Rhinovirus Colds in Volunteers,Journal of Interferon Research,1988,Paul G. Higgins; W. Al‐Nakib; G. I. Barrow; D. A. J. Tyrrell,8,5,591-596,https://doi.org/10.1089/jir.1988.8.591
10.1089/jir.1990.10.497,pdfs,yes,yes,other,no,,intranasal interferon | nasal absorption enhancement | surfactant agents | animal model | prophylaxis,Nasal Absorption of Interferon: Enhancement by Surfactant Agents,Journal of Interferon Research,1990,CORRADO BAGLIONI; ROGER J. PHIPPS,10,5,497-504,https://doi.org/10.1089/jir.1990.10.497
10.1089/vim.2011.0003,pdfs,yes,yes,other,no,,intranasal interferon | H1N1 influenza | antiviral | prophylaxis | animal model,Antiviral Potential of Exogenous Human Omega Interferon to Inhibit Pandemic 2009 A (H1N1) Influenza Virus,Viral Immunology,2011,Chun'e Xu; Xiaohong Song; Ling Fu; Dayong Dong; Shipo Wu; Guanlin Li; Shaoqiong Yi; Ting Yu; Rui Yu; Lihua Hou; Wei Chen,24,5,369-374,https://doi.org/10.1089/vim.2011.0003
10.1093/cid/ciq183,pdfs,no,no,unclear,yes,editorial,conflict of interest | publication ethics | journal policy,Frequency of Drug-resistant Viruses and Virus Shedding in Pediatric Influenza Patients Treated With Neuraminidase Inhibitors,Clinical Infectious Diseases,2011,Daisuke Tamura; Norio Sugaya; Makoto Ozawa; Ryo Takano; Masataka Ichikawa; Masahiko Yamazaki; Chiharu Kawakami; Hideaki Shimizu; Ritei Uehara; Maki Kiso; Eiryo Kawakami; Keiko Mitamura; Yoshihiro Kawaoka,52,4,432-437,https://doi.org/10.1093/cid/ciq183
10.1093/cid/ciaf409,pdfs,yes,yes,rct,no,,interferon-alpha nasal spray | COVID-19 prophylaxis | cancer patients | intranasal antivirals | respiratory virus prevention,"Interferon-α Nasal Spray Prophylaxis Reduces COVID-19 in Cancer Patients: A Randomized, Double-Blinded, Placebo-Controlled Trial",Clinical Infectious Diseases,2026,Michelle K. Yong; Karin Thursky; Megan Crane; Tim Spelman; Robert K. Mahar; Julie A. Simpson; Andrew M. Scott; Simon J. Harrison; Jeff Szer; Marc Pellegrini; Senthil Lingaratnam; Ken C. Pang; Surekha Tennakoon; Beatrice Z. Sim; Emily Blyth; Hui K. Gan; Hang Quach; Michelle P. McIntosh; Hayley Page; Rachel Woolstencroft; Monica Slavin,82,2,e208-e216,https://doi.org/10.1093/cid/ciaf409
10.1093/infdis/127.4.401,pdfs,yes,yes,rct,no,,intranasal interferon | interferon inducer | rhinovirus | prophylaxis | antiviral,The Limited Effect of Nasal Interferon Induced by Rhinovirus and a Topical Chemical Inducer on the Course of Infection,Journal of Infectious Diseases,1973,Gatmaitan BC; Stanley ED; Jackson GG,127,4,401-407,https://doi.org/10.1093/infdis/127.4.401
10.1093/infdis/133.supplement_2.a121,pdfs,yes,yes,rct,no,,intranasal interferon inducer | rhinovirus prophylaxis | topical immunomodulation | controlled volunteer challenge study,Effect of a Topical Interferon Inducer on Rhinovirus Infections in Volunteers,Journal of Infectious Diseases,1976,Stanley ED; Jackson GG; Dirda VA; Rubenis M.,133,Supplement 2,A121-A127,https://doi.org/10.1093/infdis/133.supplement_2.a121
10.1093/infdis/137.1.82,pdfs,yes,yes,rct,no,,intranasal interferon inducer | rhinovirus | double-blind placebo-controlled trial | BRL 5907 | innate immunomodulator,Effect of a Polynucleotide Interferon Inducer of Fungal Origin on Experimental Rhinovirus Infection in Humans,Journal of Infectious Diseases,1978,Aoki FY; Reed SE; Craig JW; Tyrrell DA; Lees LJ,137,1,82-86,https://doi.org/10.1093/infdis/137.1.82
10.1093/infdis/138.4.531,pdfs,yes,yes,rct,no,,interferon inducer | rhinovirus | prophylaxis | intranasal | upper respiratory tract,"Effect of CP20,961, an Interferon Inducer, on Upper Respiratory Tract Infections Due to Rhinovirus Type 21 in Volunteers",Journal of Infectious Diseases,1978,Waldman RH; Ganguly R.,138,4,531-535,https://doi.org/10.1093/infdis/138.4.531
10.1093/infdis/148.3.535,pdfs,yes,yes,rct,no,,intranasal interferon | rhinovirus prophylaxis | antiviral nasal spray | recombinant leukocyte interferon,Efficacy and Tolerance of Intranasally Applied Recombinant Leukocyte A Interferon in Normal Volunteers,Journal of Infectious Diseases,1983,Samo TC; Greenberg SB; Couch RB; Quarles J.; Johnson PE; Hook S.; Harmon MW,148,3,535-542,https://doi.org/10.1093/infdis/148.3.535
10.1093/infdis/148.3.543,pdfs,yes,yes,rct,no,,intranasal interferon | rhinovirus prophylaxis | placebo-controlled trial | antiviral efficacy,Intranasal Interferon  2 for Prevention of Rhinovirus Infection and Illness,Journal of Infectious Diseases,1983,Hayden FG; Gwaltney JM Jr,148,3,543-550,https://doi.org/10.1093/infdis/148.3.543
10.1093/infdis/150.2.181,pdfs,yes,yes,rct,no,,intranasal interferon | rhinovirus prophylaxis | dose-finding | safety tolerance,Intranasally Applied Recombinant Leukocyte A Interferon in Normal Volunteers. II. Determination of Minimal Effective and Tolerable Dose,Journal of Infectious Diseases,1984,Samo Tc; Stephen B. Greenberg; Palmer Jm; Robert B. Couch; Maurice W. Harmon; Paul E. Johnson,150,2,181-188,https://doi.org/10.1093/infdis/150.2.181
10.1093/infdis/166.4.776,,unknown,,,,,,Combined Antiviral and Antimediator Treatment of Rhinovirus Colds,The Journal of Infectious Diseases,1992,Jack M. Gwaltney,166,4,776-782,https://doi.org/10.1093/infdis/166.4.776
10.1093/infdis/150.2.174,pdfs,yes,yes,rct,no,,intranasal interferon-alpha | rhinovirus | antiviral treatment | experimental infection | viral shedding,"Intranasal Interferon- 2, Treatment of Experimental Rhinoviral Colds",Journal of Infectious Diseases,1984,Hayden FG; Gwaltney JM Jr,150,2,174-180,https://doi.org/10.1093/infdis/150.2.174
10.1093/infdis/154.3.443,pdfs,yes,yes,rct,no,,intranasal interferon | coronavirus prophylaxis | experimental challenge trial | antiviral nasal spray,Prevention of Experimental Coronavirus Colds with Intranasal  -2b Interferon,Journal of Infectious Diseases,1986,Turner RB; Felton A.; Kosak K.; Kelsey DK; Meschievitz CK,154,3,443-447,https://doi.org/10.1093/infdis/154.3.443
10.1093/infdis/158.1.166,pdfs,yes,yes,other,no,,intranasal interferon | rhinovirus | tolerance study | efficacy study | experimental challenge,Tolerance and Efficacy of Intranasal Administration of Recombinant  serine Interferon in Healthy Adults,Journal of Infectious Diseases,1988,Sperber SJ; Levine PA; Innes DJ; Mills SE; Hayden FG,158,1,166-175,https://doi.org/10.1093/infdis/158.1.166
10.1093/jac/18.supplement_b.153,pdfs,yes,yes,other,no,,intranasal interferon | rhinovirus | coronavirus | influenza | prophylaxis,The efficacy and tolerance of intranasal interferons: studies at the Common Cold Unit,Journal of Antimicrobial Chemotherapy,1986,Tyrrell DA,18,Supplement_B,153-156,https://doi.org/10.1093/jac/18.supplement_b.153
10.1093/infdis/160.4.700,pdfs,yes,yes,rct,no,,intranasal interferon | rhinovirus prophylaxis | recombinant interferon-β-serine | nasal drops,Ineffectiveness of Recombinant Interferon- serine Nasal Drops for Prophylaxis of Natural Colds,Journal of Infectious Diseases,1989,Sperber SJ; Levine PA; Sorrentino JV; Riker DK; Hayden FG,160,4,700-705,https://doi.org/10.1093/infdis/160.4.700
10.1093/jac/dku127,pdfs,yes,yes,other,no,,zanamivir dimer | intranasal antiviral | influenza treatment | oseltamivir resistance | prophylaxis,A zanamivir dimer with prophylactic and enhanced therapeutic activity against influenza viruses,Journal of Antimicrobial Chemotherapy,2014,E. Bart Tarbet; Stephanie Hamilton; Almut H. Vollmer; Angela Luttick; W.C. Ng; Marie E. Pryor; Brett L. Hurst; Simon Crawford; D. F. SMEE; Simon P. Tucker,69,8,2164-2174,https://doi.org/10.1093/jac/dku127
10.1093/infdis/jir622,pdfs,yes,yes,other,no,,RSV nanobodies | intranasal immunotherapy | fusion protein inhibition | prophylactic treatment | therapeutic intervention,Nanobodies® Specific for Respiratory Syncytial Virus Fusion Protein Protect Against Infection by Inhibition of Fusion,The Journal of Infectious Diseases,2011,Bert Schepens; Lorena Itatí Ibañez; Sarah De Baets; Anna Hultberg; Pieter Bogaert; Pieter De Bleser; Frederik Vervalle; Theo Verrips; José Melero; Wesly Vandevelde; Peter Vanlandschoot; Xavier Saelens,204,11,1692-1701,https://doi.org/10.1093/infdis/jir622
10.1093/oxfordjournals.aje.a114683,pdfs,yes,yes,rct,no,,intranasal interferon | influenza B | prophylaxis | household transmission | asymptomatic shedding,INFLUENZA B IN HOUSEHOLDS: VIRUS SHEDDING WITHOUT SYMPTOMS OR ANTIBODY RESPONSE,American Journal of Epidemiology,1987,HJORDIS M. FOY; MARION K. COONEY; INEZ D. ALLAN; JANICE K. ALBRECHT,126,3,506-515,https://doi.org/10.1093/oxfordjournals.aje.a114683
10.1099/vir.0.038679-0,pdfs,yes,yes,other,no,,antiviral peptides | influenza A | intranasal delivery | entry inhibitors | animal model,A novel family of peptides with potent activity against influenza A viruses,Journal of General Virology,2012,Marlynne Q. Nicol; Yvonne Ligertwood; Matthew N. Bacon; Bernadette M. Dutia; Anthony A. Nash,93,5,980-986,https://doi.org/10.1099/vir.0.038679-0
10.1099/0022-1317-68-11-2831,pdfs,no,yes,other,yes,,HSV-2 | intranasal immunomodulator | poly(rI).poly(rC12U) | cutaneous herpes | animal model,Augmentation of Natural Immune Defence Mechanisms and Therapeutic Potential of a Mismatched Double-stranded Polynucleotide in Cutaneous Herpes Simplex Virus Type 2 Infection,Journal of General Virology,1987,Aurelian L.; Rinehart CL; Wachsman M.; Kulka M.; Ts'o PO,68,11,2831-2838,https://doi.org/10.1099/0022-1317-68-11-2831
10.1101/2020.05.18.103184,pdfs,yes,no,other,yes,protocol,povidone-iodine | nasal spray | SARS-CoV-2 | in-vitro | formulation development,"<i>In-Vivo</i>
                  Toxicity Studies and
                  <i>In-Vitro</i>
                  Inactivation of SARS-CoV-2 by Povidone-iodine
                  <i>In-situ</i>
                  Gel Forming Formulations",bioRxiv,2020,Bo Liang; Xudong Yuan; Gang Wei; Wei Wang; Ming Zhang; Haizhou Peng; Amin Javer; Michelle Mendenhall; Justin Julander; Sammi Huang; Hany Michail; Yong Lu; Qi Zhu; John Baldwin,,,,https://doi.org/10.1101/2020.05.18.103184
10.1101/2020.07.28.224733,pdfs,yes,no,other,yes,review,iota-carrageenan | in vitro neutralization | SARS-CoV-2 | spike pseudotyped lentivirus,SARS-CoV-2 in-vitro neutralization assay reveals inhibition of virus entry by iota-carrageenan,bioRxiv,2020,Martina Morokutti-Kurz; Philipp Graf; Andreas Grassauer; Eva Prieschl-Grassauer,,,,https://doi.org/10.1101/2020.07.28.224733
10.1101/2020.08.19.225854,pdfs,yes,no,other,yes,protocol,iota-carrageenan | xylitol | SARS-CoV-2 | in vitro,Iota-carrageenan and Xylitol inhibit SARS-CoV-2 in cell culture,bioRxiv,2020,Shruti Bansal; Colleen B. Jonsson; Shannon L. Taylor; Juan Manuel Figueroa; Andrea Vanesa Dugour; Carlos Palacios; Julio César Vega,,,,https://doi.org/10.1101/2020.08.19.225854
10.1101/2022.04.12.488010,pdfs,yes,yes,other,no,,siRNA | intranasal antiviral | SARS-CoV-2 prophylaxis | animal model,Genome wide screen of RNAi molecules against SARS-CoV-2 creates a broadly potent prophylaxis,bioRxiv : the preprint server for biology,2022,Ohad Yogev; Omer Weissbrod; Giorgia Battistoni; Dario Bressan; Adi Naamti; Ilaria Falciatori; Ahmet C. Berkyurek; Roni Rasnic; Myra Hosmillo; Shaul Ilan; Iris Grossman; Lauren McCormick; Christopher C. Honeycutt; Timothy Johnston; Matthew Gagne; Daniel C. Douek; Ian Goodfellow; Gregory J. Hannon; Yaniv Erlich,,,,https://doi.org/10.1101/2022.04.12.488010
10.1101/2025.04.10.648177,pdfs,yes,yes,other,no,,antiviral nanobinders | intranasal delivery | mucin anchoring | SARS-CoV-2 | animal model,Mucin anchoring of SARS-CoV-2 neutralizing nanobinders increases intranasal antiviral efficacy,bioRxiv,2025,Joelton Rocha Gomes; Juliette Jacquelin; Amélie Donchet; Nathalie Lejal; Quentin Nevers; Bernard Klonjkowski; Sophie Le Poder; Bernard Delmas; Nicolas Meunier,,,,https://doi.org/10.1101/2025.04.10.648177
10.1101/2025.04.16.649247,pdfs,yes,yes,other,no,,interferon-lambda | intranasal biologic | AI protein design | influenza prophylaxis | mucosal antiviral,Enhancing the protein fitness of interferon-lambda through computational design and glyco-engineering for prophylactic nasal drugs against respiratory viruses,bioRxiv,2025,Jeongwon Yun; Seungju Yang; Jae Hyuk Kwon; Luiz Felipe Vecchietti; Meeyoung Cha; Hyun Jung Chung; Ji Eun Oh; Ho Min Kim,,,,https://doi.org/10.1101/2025.04.16.649247
10.1111/irv.13035,pdfs,yes,yes,other,no,,povidone-iodine | influenza transmission | animal model | antiseptic nasal spray,Intranasal antisepsis to reduce influenza virus transmission in an animal model,Influenza and Other Respiratory Viruses,2023,Nassima Gaaloul ben Hnia; Mathew Kipkemboi Komen; Katie F. Wlaschin; Ranjani V. Parthasarathy; Kevin D. Landgrebe; Nicole M. Bouvier,17,1,e13035,https://doi.org/10.1111/irv.13035
10.1128/aac.00333-08,pdfs,yes,yes,other,no,,neuraminidase inhibitor | intranasal antiviral | influenza | CS-8958 | animal model,"CS-8958, a Prodrug of the New Neuraminidase Inhibitor R-125489, Shows Long-Acting Anti-Influenza Virus Activity",Antimicrobial Agents and Chemotherapy,2009,Makoto Yamashita; Takanori Tomozawa; Masayo Kakuta; Akane Tokumitsu; Hatsumi Nasu; Shuku Kubo,53,1,186-192,https://doi.org/10.1128/aac.00333-08
10.1128/aac.00737-17,pdfs,no,no,other,yes,protocol,RSV | inhaled antiviral | preclinical | polymerase inhibitor,"Preclinical Characterization of PC786, an Inhaled Small-Molecule Respiratory Syncytial Virus L Protein Polymerase Inhibitor",Antimicrobial Agents and Chemotherapy,2017,Coates M.; Brookes D.; Kim YI; Allen H.; Fordyce EAF; Meals EA; Colley T.; Ciana CL; Parra GF; Sherbukhin V.; Stockwell JA; Thomas JC; Hunt SF; Anderson-Dring L.; Onions ST; Cass L.; Murray PJ; Ito K.; Strong P.; DeVincenzo JP; Rapeport G.,61,9,e00737-17,https://doi.org/10.1128/aac.00737-17
10.1128/aac.00014-09,pdfs,yes,yes,other,no,,intranasal siRNA | RSV antiviral | animal model | prophylactic treatment | therapeutic treatment,RNA Interference-Mediated Silencing of the Respiratory Syncytial Virus Nucleocapsid Defines a Potent Antiviral Strategy,Antimicrobial Agents and Chemotherapy,2009,Rene Alvarez; Sayda Elbashir; Todd Borland; Ivanka Toudjarska; Philipp Hadwiger; Mathias John; Ingo Roehl; Svetlana Shulga Morskaya; Rick Martinello; Jeffrey Kahn; Mark Van Ranst; Ralph A. Tripp; John P. DeVincenzo; Rajendra Pandey; Martin Maier; Lubomir Nechev; Muthiah Manoharan; Victor Kotelianski; Rachel Meyers,53,9,3952-3962,https://doi.org/10.1128/aac.00014-09
10.1124/jpet.112.196485,pdfs,yes,yes,other,no,,PAR2 peptide | intranasal treatment | influenza A | mouse model | immunomodulation,Inhibitory Influence of the Hexapeptidic Sequence SLIGRL on Influenza A Virus Infection in Mice,The Journal of Pharmacology and Experimental Therapeutics,2012,Richard J. Betts; Tracy S. Mann; Peter J. Henry,343,3,725-735,https://doi.org/10.1124/jpet.112.196485
10.1128/aac.00731-09,pdfs,yes,no,other,yes,protocol,neuraminidase inhibitor | intranasal antiviral | influenza | pharmacokinetics,"CS-8958, a Prodrug of the Novel Neuraminidase Inhibitor R-125489, Demonstrates a Favorable Long-Retention Profile in the Mouse Respiratory Tract",Antimicrobial Agents and Chemotherapy,2009,Kumiko Koyama; Makoto Takahashi; Masataka Oitate; Naoko Nakai; Hideo Takakusa; Shin-ichi Miura; Osamu Okazaki,53,11,4845-4851,https://doi.org/10.1128/aac.00731-09
10.1128/aac.01050-23,pdfs,yes,yes,other,no,,PIKfyve inhibitor | intranasal antiviral | influenza | RSV | respiratory viruses,Pan-antiviral effects of a PIKfyve inhibitor on respiratory virus infection in human nasal epithelium and mice,Antimicrobial Agents and Chemotherapy,2024,Jonathan Baker; Hugo Ombredane; Leah Daly; Ian Knowles; Garth Rapeport; Kazuhiro Ito,68,1,e0105023,https://doi.org/10.1128/aac.01050-23
10.1128/aac.15.2.269,pdfs,yes,yes,rct,no,,interferon inducer | rhinovirus challenge | nasal spray | prophylaxis | human volunteer trial,"Lack of Effect of an Interferon Inducer,
            <i>N,N</i>
            -Dihexadecyl-
            <i>m</i>
            -Xylylenediamine, on Rhinovirus Challenge in Humans",Antimicrobial Agents and Chemotherapy,1979,Douglas RG Jr; Waldman RH; Betts RF; Ganguly R.,15,2,269-272,https://doi.org/10.1128/aac.15.2.269
